证券代码,0
000001,8
000002,8
000004,1
000006,8
000007,1
000008,7
000009,9
000010,7
000011,8
000012,9
000014,3
000016,8
000017,1
000019,9
000020,1
000021,9
000025,3
000026,3
000027,9
000028,7
000029,3
000030,8
000031,8
000032,8
000034,8
000035,0
000036,8
000037,9
000039,8
000040,8
000042,8
000045,9
000048,9
000049,7
000050,9
000055,8
000056,8
000058,3
000059,9
000060,9
000061,8
000062,7
000063,8
000065,8
000066,7
000068,8
000069,8
000070,7
000078,7
000088,9
000089,9
000090,8
000096,2
000099,3
000100,9
000151,2
000153,7
000155,9
000156,9
000157,8
000158,7
000159,7
000166,8
000301,9
000333,8
000338,8
000400,7
000401,9
000402,8
000403,3
000404,8
000407,9
000408,3
000409,2
000410,1
000411,7
000415,9
000417,8
000419,8
000420,9
000421,8
000422,9
000423,2
000425,7
000426,0
000428,9
000429,9
000430,9
000488,9
000498,8
000501,9
000503,1
000504,1
000505,9
000506,0
000507,9
000509,1
000510,9
000513,2
000514,8
000516,9
000517,8
000518,1
000519,2
000520,1
000521,8
000523,2
000524,2
000525,9
000526,3
000528,8
000529,8
000530,7
000531,9
000532,3
000533,7
000534,9
000536,9
000537,9
000538,2
000539,9
000541,8
000543,9
000544,0
000545,9
000546,0
000547,7
000548,2
000550,2
000551,8
000552,9
000553,8
000554,3
000555,8
000557,2
000558,9
000559,8
000560,8
000561,7
000563,8
000564,9
000565,3
000566,9
000567,9
000568,2
000570,7
000571,9
000572,2
000573,8
000576,3
000581,3
000582,9
000584,8
000586,7
000589,9
000590,9
000591,9
000592,8
000593,9
000595,1
000596,2
000597,8
000598,0
000599,9
000600,9
000601,9
000603,9
000605,9
000607,8
000608,8
000609,8
000610,9
000612,3
000615,9
000617,8
000619,9
000620,9
000622,7
000623,8
000625,2
000626,8
000628,8
000629,3
000630,9
000631,2
000632,8
000633,1
000635,9
000636,3
000637,9
000638,1
000639,0
000650,3
000651,8
000652,8
000655,2
000656,8
000657,7
000659,9
000661,3
000663,3
000665,9
000668,8
000669,9
000670,7
000672,9
000676,2
000677,3
000678,9
000679,8
000680,7
000681,3
000682,2
000683,9
000685,8
000686,8
000688,0
000690,9
000691,7
000695,0
000697,9
000698,9
000700,9
000701,8
000702,9
000703,9
000705,7
000707,9
000708,9
000709,9
000710,7
000711,7
000712,8
000713,3
000715,3
000716,9
000717,9
000718,8
000719,8
000720,7
000721,1
000722,3
000723,9
000725,9
000726,9
000727,8
000728,8
000729,3
000731,3
000733,7
000735,9
000736,8
000737,9
000738,7
000739,3
000750,2
000751,8
000752,2
000753,8
000755,0
000756,9
000757,2
000758,8
000759,9
000761,9
000762,0
000766,1
000767,9
000768,7
000776,8
000777,7
000778,9
000779,7
000782,7
000783,8
000785,8
000786,3
000788,7
000789,9
000790,7
000791,9
000792,3
000793,9
000795,3
000796,2
000797,8
000798,9
000799,2
000800,8
000801,7
000802,3
000803,0
000807,3
000809,8
000810,2
000811,8
000812,9
000813,2
000815,9
000816,3
000818,9
000819,3
000820,7
000821,8
000822,3
000823,9
000825,9
000826,0
000828,8
000829,8
000830,9
000831,1
000833,0
000837,9
000838,8
000839,7
000848,2
000850,9
000851,8
000852,7
000856,7
000858,2
000859,9
000860,2
000862,9
000863,8
000868,7
000869,3
000875,9
000876,9
000877,9
000878,9
000880,8
000881,7
000882,8
000883,9
000885,0
000886,3
000887,9
000888,2
000889,7
000890,7
000892,2
000893,0
000895,3
000897,2
000898,9
000899,9
000900,0
000901,7
000902,9
000903,9
000905,9
000906,8
000909,9
000910,8
000911,9
000912,9
000913,2
000915,2
000917,8
000919,3
000920,2
000921,8
000922,7
000923,8
000925,8
000926,8
000927,7
000928,8
000929,3
000930,9
000931,7
000932,8
000933,9
000935,3
000936,9
000937,9
000938,8
000948,7
000949,9
000950,7
000951,7
000952,9
000953,1
000955,3
000957,7
000958,9
000959,9
000960,9
000962,3
000963,3
000965,8
000966,9
000967,0
000968,9
000969,3
000970,7
000972,8
000973,9
000975,0
000977,7
000978,6
000980,0
000981,9
000983,9
000985,2
000987,8
000988,7
000989,3
000990,8
000993,9
000997,3
000998,8
000999,3
001201,9
001202,9
001203,0
001205,9
001206,3
001207,3
001208,7
001209,3
001210,3
001211,9
001212,9
001213,3
001215,3
001216,3
001217,3
001218,3
001219,3
001222,2
001223,2
001225,2
001226,7
001227,8
001228,7
001229,2
001230,0
001231,3
001234,3
001236,6
001238,3
001239,7
001255,7
001256,3
001258,9
001259,2
001260,3
001266,2
001267,7
001268,7
001269,9
001270,7
001277,2
001278,8
001282,3
001283,9
001286,9
001287,7
001288,7
001289,9
001296,3
001298,7
001299,3
001300,3
001301,3
001306,3
001308,8
001309,3
001311,3
001313,7
001314,3
001316,2
001317,7
001318,2
001319,3
001322,9
001323,3
001324,3
001326,2
001328,3
001330,8
001331,2
001332,2
001333,7
001336,7
001337,1
001338,3
001339,3
001358,2
001359,3
001360,7
001366,3
001367,2
001368,3
001373,7
001376,9
001378,3
001379,2
001380,7
001387,3
001389,3
001696,7
001872,9
001896,9
001914,7
001965,0
001979,8
002001,9
002003,3
002004,9
002005,7
002006,7
002007,3
002008,7
002009,9
002010,8
002011,3
002012,2
002014,3
002015,9
002016,3
002017,2
002019,3
002020,3
002021,3
002022,8
002023,9
002024,8
002025,7
002026,3
002027,1
002028,7
002029,8
002030,3
002031,9
002032,1
002033,3
002034,0
002035,3
002036,9
002037,7
002038,3
002039,9
002040,9
002041,3
002042,9
