Stock ID,alpha,beta
000014,0.034377383258128336,0.7274284048902944
000025,0.028600400248298432,0.8447828066414365
000026,-0.012790179342353325,0.6964146074366023
000058,0.16042445707932523,1.478795065902299
000532,0.07704059430174232,0.9777914890527417
000554,0.020359785743244322,0.751376799170838
000576,-0.08679153078822452,1.1586454918229236
000581,0.06284042109137611,0.26870402363990653
000612,0.06640174959185084,0.7896617426183322
000629,-0.05012178252410321,0.6164734429743017
000636,0.01077772166868456,0.8340379805376121
000650,-0.049308059457393395,0.5474940164938414
000661,-0.14305945502867093,0.6468856823827356
000663,-0.15132071912443068,1.3285475506209354
000677,0.16192409833966742,1.3966812184831434
000681,0.22970165588446873,1.270341272792521
000713,-0.02974386292162514,0.6624156732977238
000715,0.04186612788574644,0.882337571770909
000722,0.02350472635242932,1.027952137072259
000729,0.1353522874403963,0.4751548964894074
000739,0.015772289788633754,0.5699750083757043
000786,0.14002222250651605,0.27479345083300116
000792,0.0058772161504970985,0.459183837147026
000795,0.23889552081394472,1.0809414729497224
000802,0.007177559444761264,0.8713769006464395
000807,0.0632839507358284,0.49181178246840823
000816,0.16107395947796577,1.7874858942439469
000819,-0.006677786422105989,0.782641626547668
000869,-0.014410415306748331,0.3341808525265033
000886,0.22532700243988796,0.6865683317691174
000895,0.004477062501092079,0.1304416042189193
000919,-0.055148738048921966,0.5569068702163034
000935,-0.07787702692537014,0.6320324083654946
000955,-0.04020333693044714,1.0294546334071317
000962,0.08608367924596122,1.1330124894311815
000963,-0.07056202464985975,0.5209629408161067
000969,0.07434172052761602,0.829140093646366
000989,-0.05078121655780919,0.3136662441538399
000997,0.008329012629421845,0.8387979144491312
000999,0.07447191104246553,0.25288317054716103
001206,0.05509919628986495,0.8870062206688907
001207,0.07944608593595304,0.9608725823277087
001209,0.029626912465344275,1.0608715340110926
001210,-0.06035296717480776,0.950162944748104
001213,-0.012072053339801447,0.5069610841110928
001215,-0.1987432432589099,0.9513635270322648
001216,0.02490950750683883,0.7492598191523644
001217,0.02416288518833272,1.0225270053661557
001218,-0.08178443555779077,0.8805832361592227
001219,-0.07627297858231591,0.7081418320771649
001231,-0.06976241890348626,1.0773927941896029
001234,-0.12401365297026194,0.9025513260018172
001238,0.06350656327036233,0.8010099338715608
001256,-0.05796470927583555,1.0017415914980023
001260,-0.1191950979891436,1.0654565169564312
001282,-0.07107744060318054,0.9931002179929392
001296,0.029376961296137108,0.8599031265418886
001299,-0.06467094254420629,0.921533482681578
001300,-0.19896259071611083,1.1338607276878945
001301,0.2649966105916908,1.0140229854740264
001306,-0.17808295911255917,1.261056986467707
001309,0.09424258578017947,1.1095615918391397
001311,-0.15642227997963817,1.0513552470057164
001314,-0.04212035993525778,1.2122962535949553
001319,0.02100419923444888,1.0996342234982308
001323,0.1126407614700918,0.3309969085483279
001324,-0.13016641835928974,1.1179015957736531
001328,0.07463947884278885,0.8804458574260493
001338,-0.030699214257986003,0.9194779665083936
001339,0.06772030424992787,1.17951643331741
001366,-0.14122684032583022,1.0034666854632344
001368,-0.058375250039393894,0.9161191269604345
001378,-0.17269884318678527,0.9515280205753931
002003,0.09960568583617144,0.18121749768409856
002007,-0.10810558949638288,0.5268165200873087
002011,-0.08986100297249783,0.6363942647096669
002014,0.08986218175044698,0.3126826583516221
002016,0.011656917529352478,0.4833196194669158
002019,-0.12578913052240592,0.7234155695695813
002020,-0.003257046718291936,0.6275959649300363
002021,0.011196885852731122,0.733105838781514
002026,-0.012898030480532455,0.9839167235865294
002030,-0.15674982512781563,0.5527040129619404
002033,0.056468136140509384,0.4736399208007856
002035,0.06830727350941466,0.5854625898099083
002038,-0.1058090276055826,0.6126695161363631
002041,-0.06528987353317202,0.7096505907940265
002056,-0.011072246092582614,0.5636199090237326
002059,0.009178559248149148,0.6830457843653606
002064,0.06417325891414602,0.42674023811851053
002077,-0.00030019695531990215,0.918532236597878
002093,0.017087833363726358,1.0835591767477124
002096,0.059179539712477094,0.6096505162052163
002098,0.07229657254018469,0.8137842824134833
002117,0.14070136267868755,0.6735301769515515
002122,-0.040777307813946576,1.0049289982035314
002127,0.1033362639672405,0.8636921098627083
002130,0.5642434825002642,0.9356347441933675
002136,-0.061483210732346145,0.9603045755642471
002137,0.12450879957082969,1.1646258890617753
002139,0.11518051097352383,0.8802460375687496
002141,-0.16693066074452503,0.46682290401619075
002144,-0.04249272409516061,0.8265275651577649
002148,0.06660439934722279,1.2095632810252417
002151,-0.07431185759548178,0.9979860959764637
002152,-0.022316894852037694,0.6875827833421537
002153,-0.1321770486131911,0.9967961792640669
002154,-0.04997102579389378,0.5490021430278605
002155,0.1839835341884328,0.45513049845623876
002158,-0.05897947348731593,0.682013535041954
002159,0.031984270626960444,0.8689272839040842
002164,-0.10458568773198339,1.1007676168333775
002174,-0.07161206373307338,1.1235113885154424
002176,-0.23607747592922337,1.1717536309388823
002177,0.05384440347861352,1.15531263881017
002181,0.12283630446709373,0.809551669926398
002186,0.008182751913391257,0.6738049367662258
002190,0.034658529575675466,0.9083469463584772
002191,-0.05771594515937868,0.5166702172214297
002195,0.11780715064039612,0.9035763310551552
002216,-0.020581935336185964,0.5134688250644333
002227,-0.011260076952525823,1.0303768085035618
002229,-0.2876620641576868,1.3028633139423165
002233,0.030015794282703304,0.2546270844700886
002235,-0.11815699189690644,1.1398709814781751
002238,-0.2142953077031983,0.8439210686597864
002247,0.051972487985836424,0.9983806285738869
002253,0.03743356845399126,1.0775796076694062
002262,-0.03855775762924181,0.3515439739536828
002273,0.20813508240968226,0.7664030032581439
002274,0.015782259784589595,0.6239887545943587
002275,0.0358701464567474,0.3561657425057605
002281,0.26331178933214,1.0044330369465428
002282,-0.03064594351621556,0.8728864400613058
002287,-0.01973394497631564,0.5561196161118012
002292,0.03165405933601795,1.167845960231382
002293,-0.01681556706012114,0.2682156333408318
002296,0.08528267206073337,1.1322849395019103
002311,0.03615434750233538,0.3155361657103423
002315,0.11487793847729683,0.8739320890225084
002317,-0.09616425975415037,0.7140626697824946
002318,0.07112126823227288,0.23443460252722015
002320,0.03650370669561481,0.6409285742980909
002322,0.02248611432225557,0.6648767988399077
002327,0.028364911588689055,0.20995240627103995
002328,0.005422287531794186,0.7173869614363855
002332,-0.08437108387502124,0.52987536364309
002343,0.0071930677701881225,0.9877021303509224
002345,-0.014086671764132197,0.5829803019525154
002350,0.08751860029955937,1.0652624198962664
002351,-0.008225821098088844,0.995417461298616
002355,0.10850866868909104,1.0094812625619163
002362,-0.020497480114914916,1.291859704660195
002363,-0.08298862402152576,1.133633315362579
002365,-0.07166478666573171,0.8345174920342717
002389,-0.011072381592317035,0.9576103256469873
002393,-0.014705629245362516,0.5871112673840431
002404,0.02672390092154282,0.5820334908805592
002406,-0.001055192144562303,0.8402056343866994
002409,0.021523299353836817,0.9765283799464808
002410,-0.1341622519261623,0.9346285130092825
002412,-0.052018041060298476,0.8651995981289553
002422,0.02643675735020878,0.46244868840718983
002432,0.04543415009538825,0.4887552063202159
002437,-0.005383451284914402,0.8295771124251506
002440,0.020467462199443464,0.3592703890353789
002443,-0.053963577684304834,0.5789165595629815
002444,0.1544013345450216,0.4060146502163105
002445,0.016368995679261943,0.9225245627040355
002446,-0.0891450215660465,1.252644867086437
002452,0.02859578844964819,0.7226635577025556
002453,-0.291561591313386,1.2142280379845323
002461,0.08676664001455765,0.47057818248292776
002469,0.09266782023013581,0.5773637531971374
002474,-0.013439718517655526,1.3006855239631563
002478,-6.398416901944905e-05,0.5248995618419693
002484,0.06056611190191782,0.6494652354979934
002487,-0.1028588393487965,0.8820885506450343
002489,0.014834678701449059,0.6430443878503668
002495,-0.025569023307734872,1.0720950241941691
002496,0.06114206130127407,1.2105615796130909
002497,-0.04388122993645246,0.9090481817570246
002507,0.0018525876370225729,0.4507586146867919
002508,0.021799328029779526,0.3139425240655021
002516,0.00844634384224268,0.7751472457366537
002518,-0.07096496179894224,0.9431954655082909
002519,-0.009309374139718284,1.0067348283135684
002521,0.07509595359087728,0.6439288457898829
002530,0.08241190153125144,0.9784398463455252
002536,-0.047333759469535275,0.849130347979359
002538,-0.015337248656900424,0.6799674391759978
002546,-0.04623583827167846,0.7992986185273803
002550,0.014991238791498017,0.6541786884819033
002555,-0.05169735707845135,0.7255483993118161
002558,0.039620732456687145,0.9360869124305702
002565,-0.021116270851011372,0.9672106884366409
002568,0.051474310848637184,0.7349612253161432
002581,-0.11754299465013496,0.9090222093103592
002588,0.057182091106841235,0.6660828905296013
002591,-0.1181724333371312,1.1390221822341358
002592,-0.08357530661931464,0.5294169986119048
002595,0.20433969433421573,0.21920805893580744
002599,0.07999140009464699,1.1534486535852495
002602,0.005130998638768577,0.8957201983893056
002603,-0.13846155435425736,0.5766081185908817
002605,0.09921913377624586,0.8651135345787051
002609,-0.10602889480530969,1.0764083244144338
002611,0.34397227504646394,0.9079067486624316
002613,-0.0721083510316439,0.9945282450581036
002615,0.05356559061349195,0.7746069462642189
002626,-0.02315181434376347,0.6811819296355044
002632,-0.020336649839758605,1.0460828830955977
002635,-0.006294994215580548,0.8270644238896072
002636,-0.04671694458618774,1.173844593632157
002638,-0.040253004043940326,1.0365285978422116
002641,-0.03454027844321732,0.82211977358893
002644,-0.09246493152385876,0.8745186403887937
002646,-0.07531234131254406,0.7864723706740978
002657,0.04659236002151332,1.1664864279677067
002658,-0.057411280677133934,0.7103980685313739
002675,-0.15033192238418502,0.738889492810209
002681,0.1288006526552607,1.0433162178469881
002686,-0.07882879282378077,1.0357021340045618
002687,-0.045306688261141315,0.6830342561678681
002689,-0.06084149437494381,1.0545980363558163
002691,-0.1298712205164178,1.089136128321892
002694,-0.09398978556671539,1.0090905893829547
002697,0.1062591084548206,0.503636343234741
002698,0.0470433243110942,0.8975456015373888
002705,0.023481145096997547,0.47715031158701926
002706,-0.056581260280439374,0.7264706630846861
002718,-0.08642002680144363,0.8977622014704137
002722,-0.017219370611911873,0.8969797380430329
002724,-0.1681111099624824,0.9712518843270191
002725,0.021256294048922927,1.121200329326921
002732,-0.07218465007573059,0.64653549632346
002737,-0.05506604483822778,0.330012478005818
002738,0.0036875386345647694,0.8996453998075669
002749,0.08003991611544298,0.5581509199673033
002757,0.006406267468372823,0.856082631283635
002760,-0.09046962920886437,1.0219429549682582
002762,-0.11860126653673154,0.9412421173398428
002774,-0.04405615884623576,0.8822174299516323
002777,-0.1336221139553152,1.0947697340934308
002792,0.07141393105399953,1.151319088491567
002799,-0.15168473610249333,1.1299862602605162
002802,0.005365381196998555,0.8782185771681664
002803,-0.15938139870166487,1.0322083248502716
002808,-0.1753813177454812,0.5211107836658367
002817,-0.12631997257733746,1.0153720082983264
002818,0.07504073559875923,0.35094160281228803
002821,-0.15547048698850707,0.793051854312695
002825,-0.019779538098417534,1.0018779111625298
002826,-0.02865634719436036,1.1128820391816703
002832,-0.12980188552298066,0.5678725636230102
002833,-0.006952071698986678,0.6177994460725085
002835,0.05405823509067115,0.8942003457662313
002841,-0.0846860348939482,0.7060187483034962
002850,0.07415322039501276,0.7905302227924931
002858,-0.17597291244320387,1.2810631388180802
002867,0.007213611748169744,0.28735921327789005
002880,-0.10732946157232089,0.766115554867192
002884,0.04597627804440517,0.407004876777261
002888,-0.0681012772737434,1.0374973134760728
002889,0.0780058004814472,1.0763497761086052
002890,-0.06313826597636193,0.9483733802716745
002891,0.1295139353183889,0.48584951798258225
002892,0.15402176420841315,1.2038002636939078
002896,0.044299706476329644,1.1538673043054644
002901,-0.10424704051038837,0.7743989981877436
002903,-0.1601065737566148,1.1145673554401498
002907,-0.06207402656719875,0.940410764530936
002916,0.23961316802753538,0.7257579453882339
002925,-0.08140690767710641,0.6616168159302295
002931,-0.010897009773504128,1.1036168202705148
002933,-0.058151133854729746,1.1546218825477814
002937,-0.16504403544718754,0.9433605179748104
002938,0.19927359400584793,0.5888840343014962
002940,-0.18158528870340895,0.9202001957591412
002942,-0.1168632939355835,0.9463602199842397
002949,0.11770365312801696,0.8934074038046311
002951,-0.03971317928523412,0.3736490120184967
002956,0.0852997044191253,0.7350195572950822
002959,-0.018932505659785194,0.6234029386590672
002980,-0.010309905965437342,0.8509241521903927
002981,0.018900864074885837,1.2125465794296053
002984,0.07462970168458352,0.5085198458958214
002989,0.12522713531378984,0.9303325583057889
002991,0.12307042547648446,0.5165223957992761
002993,0.046733729065012226,1.0354721523213108
002997,0.029264627564074545,1.0089788616560504
003000,0.08552212804363485,0.5687236688106684
003002,0.1660821233891468,0.9197680151214623
003005,-0.017680898858437447,1.1784964655703745
003007,-0.014741581914604927,0.9863598438002833
003008,-0.04700795155134932,0.9524944181789476
003012,-0.05313671064873706,0.7323090510446912
003013,-0.02203734268249474,0.6117838036312924
003015,0.1329421937506434,1.1185275249488509
003018,-0.04005909658788978,0.9472541665509945
003019,0.0769720124020008,0.9094098488643951
003020,-0.0944848722033142,0.8569720803934539
003021,0.09589502812391741,1.0862561699274877
003023,-0.022780612116792033,0.8740717223093667
003025,0.03667076555673304,1.1041208245185703
003027,-0.037249931360682664,0.8803272105214806
003029,0.10387582037372545,1.2181283575363167
003043,-0.06541331362101799,1.046575949554041
300002,0.11699068254522343,1.1356750462024259
300004,0.026886356698824797,1.2668249757066155
300005,0.04828884003393833,1.2789429711283482
300008,0.07450717031420726,1.0682210487026893
300009,-0.06114562992730529,0.6421225961637324
300012,-0.040664590766924566,0.8205177309179432
300017,0.12155661284282553,0.9387471416808284
300018,0.041513194208797635,1.138532078167597
300031,-0.0010905041655762046,1.2733973663470428
300036,-0.07835845997975162,1.3326465026436762
300037,-0.08203962708211238,0.758585018797071
300039,-0.029774029991206916,0.7585116432503227
300054,0.03192114601223353,0.8085169140118466
300065,-0.07228534329395739,1.4731544765750044
300076,0.17467720530248965,1.559845063715565
300081,-0.11407939844027253,1.704920837873301
