Label,证券代码,营业总收入,现金资产比率,应收类资产比率,固定资产比率,无形资产比率,金融负债比率,少数股东权益占比,市盈率（PE）1,资产负债率,市值A,托宾Q值A,账面市值比A,资产报酬率A,净资产收益率（ROE）A
4,000001,1.2946627,-0.7775534,-1.2709956,-1.2976557,-0.6924151,-1.4777247,-0.18520844,-0.33014303,2.3230681,4.379345,-0.73308307,1.4217898,-0.3753506,0.13256545
4,000002,3.3247776,-0.7061524,-1.2089155,-1.2059238,-0.6086361,-0.18866692,1.2083498,-0.32634947,1.4463451,0.8585278,-0.8294438,1.9587578,-0.7372224,-0.10347091
6,000004,-0.15186444,0.13323066,2.5735128,-1.2770357,-0.13670778,-1.0851687,-0.2576931,-0.37084353,0.840408,-0.068671286,3.617179,-2.0124283,-2.8659828,-0.47175422
4,000006,-0.07671133,-0.16545337,-1.2514122,-1.2878782,-0.7100053,0.40099636,0.012097929,-0.37084353,1.2154745,-0.05300866,-0.66412944,1.1081818,-1.0080122,-0.19626088
6,000007,-0.15062556,1.67115,-0.8420897,-0.38422492,-0.707361,0.5942829,0.10050058,0.06457626,0.7809908,-0.068666674,4.4479513,-2.1030083,-0.35634553,0.0015724149
4,000008,-0.13583115,-0.83413815,0.6176182,-1.0038213,-0.43390077,0.791521,-0.09734518,-0.37084353,1.1883181,-0.0596136,-0.44020796,0.35534394,-0.70149636,-0.1305913
7,000009,0.07842705,-0.046873115,-0.41900226,0.18140906,-0.14537968,1.172563,1.7809732,-0.26579693,0.830443,-0.025346003,-0.64141273,1.015139,0.046768527,0.059917208
0,000010,-0.14746904,-1.1760067,3.1639953,-1.2898053,-0.6999209,-1.3425266,-0.4714457,-0.37084353,2.4098535,-0.06720146,-0.3951063,0.23862691,-0.9095823,-0.8528337
4,000011,-0.13222244,-0.57863015,-0.9658467,-1.2847446,-0.70933187,0.37451184,-0.15895623,-0.27737683,1.4277177,-0.05672489,-0.6450538,1.0297438,-0.52577496,-0.02302507
7,000012,0.03414659,-0.38006088,-0.3982345,1.5494697,0.521929,0.667049,-0.06440065,-0.28760147,0.6181768,-0.04516949,-0.71130615,1.3172616,0.07868065,0.07987737
2,000014,-0.14792266,0.34463558,-1.2588096,-1.2487204,-0.7100053,-1.4559162,-0.073466346,-0.32968202,-0.793642,-0.06790283,-0.30414987,0.028679324,0.022936791,0.031264905
4,000016,-0.024639666,-0.4577575,-0.7146941,-0.2597504,-0.1898724,1.4566467,-0.008804887,-0.37084353,2.1155105,-0.042891398,-0.65251225,1.0600206,-1.475403,-0.85196936
6,000017,-0.14864483,-0.8303962,2.674717,-1.2643403,-0.7100053,-1.5019245,-0.07214574,1.3288863,-1.3148926,-0.0684669,4.3750734,-2.0960772,0.01410224,0.019639444
7,000019,-0.092930734,-1.0110477,-1.1080029,0.65802675,0.4897872,0.4789611,-0.18195714,-0.21443887,-0.371236,-0.06386668,-0.5741059,0.76455134,0.43249363,0.07438899
6,000020,-0.1434761,-0.42927128,0.9537986,0.26880807,0.1490705,-1.5754151,-0.18520844,1.8616186,0.05348518,-0.06779665,2.8829083,-1.9041902,-0.0003131602,0.050041147
7,000021,0.018564776,-0.59337896,-0.19323432,-0.15673818,-0.48944685,1.0330333,0.3570967,-0.1554119,0.578731,-0.03697824,-0.3295696,0.0842369,0.14054404,0.09282859
2,000025,-0.120367214,-0.6991067,-0.37068716,-1.1138954,-0.6844659,-0.13066947,0.08004789,0.07091868,-0.6373179,-0.064501084,1.0109307,-1.3488607,0.67882675,0.094494775
2,000026,-0.10498803,-0.10449453,-0.52628237,-0.76028323,-0.5907175,0.4912432,-0.18520844,-0.27940884,-0.9878055,-0.0665757,-0.5514091,0.68756354,0.85538846,0.09025461
7,000027,0.32796904,-0.42207387,-0.49168086,1.2956891,1.3360194,1.3846171,0.46171865,-0.28447798,1.0935884,0.042220905,-0.82432616,1.9267179,0.16874997,0.06929398
0,000028,0.74000347,-0.366315,2.7982423,-1.20182,-0.5264338,-0.6186709,0.42507643,-0.30420342,0.7985182,-0.03271599,-0.78345096,1.685911,0.08378745,0.07506416
2,000029,-0.14977139,-0.4333925,-1.1531771,-1.2891921,-0.7100053,-1.4297762,-0.102047294,-0.37084353,0.018485669,-0.05614733,0.8235293,-1.2453021,-0.55546767,-0.018539045
4,000030,0.028970141,-0.6070068,0.60243714,-0.10187289,-0.15868314,-0.7343966,0.3396349,-0.28011173,0.2673624,-0.05672703,-0.6859898,1.2022686,0.24515806,0.106576025
4,000031,0.1707989,-0.033127245,-1.2435684,-1.2000479,-0.5781695,0.36023024,2.4501312,0.42761385,1.6287302,0.06088552,-0.825153,1.9318663,-0.16439877,-0.008250693
4,000032,0.6127694,-0.22067283,0.41163975,-0.8096768,-0.45764992,-0.6385907,1.5709071,-0.21388312,1.913398,-0.013440719,-0.63325506,0.98283726,-0.35597923,-0.015265306
4,000034,1.2952192,-0.31137368,1.0507721,-1.1998322,-0.48970965,0.19286989,0.08287883,-0.2501946,1.6869599,-0.02705988,-0.52700996,0.6085664,0.29726034,0.15169916
3,000035,-0.085538425,-1.0586147,-0.46360147,-0.7113344,7.599852,1.4088804,-0.1271649,-0.33288735,0.97323954,-0.04543872,-0.6473408,1.0389733,0.14543538,0.044564113
4,000036,-0.14781085,0.9146046,-1.2627829,-0.6776349,-0.7042733,-0.18350782,0.3583801,0.015345727,-0.84458554,-0.06452487,-0.7266678,1.3904302,-0.35649636,-0.006193022
8,000037,-0.14719693,0.50140256,-0.7353245,0.5610725,-0.54607695,1.1190832,-0.3169531,-0.37084353,-0.3778594,-0.06725207,0.16385888,-0.70198566,-1.0093266,-0.0898918
4,000039,1.8867273,-0.1779435,0.37198362,0.17274329,-0.16691159,0.10916396,0.7208072,-0.1905996,1.0055143,0.069518946,-0.7331482,1.4221064,0.22143406,0.056087445
4,000040,-0.1404411,-1.1308501,-0.15575795,0.10489281,-0.64577085,1.2191572,-0.18661833,-0.37084353,0.525661,-0.057065498,-0.9367433,2.7510357,-0.5349543,-0.04339752
4,000042,-0.091975376,-0.5899994,-1.1855559,-1.1148388,-0.70944685,0.3201412,-0.3181249,-0.37084353,1.9636742,-0.04682193,-0.73867327,1.4495099,-0.52883476,-0.22294818
7,000045,-0.11317553,-0.53220093,0.23414399,1.0417535,-0.60205007,-0.029949961,0.9420668,-0.11033174,-0.78242964,-0.06579097,-0.6442469,1.0264992,0.08273161,0.034374103
7,000048,-0.08039024,-0.533718,-1.1732155,2.0941265,-0.64522886,-0.2118176,-0.13657284,-0.33154514,0.9787583,-0.058008738,-0.3556599,0.14369194,0.92791796,0.25782236
0,000049,0.083493106,-0.68157667,1.5596424,0.17032415,-0.2812229,-0.02026128,-0.15427643,-0.23296152,0.9651847,-0.053874623,-0.5104332,0.55698055,-0.3508078,0.02168955
7,000050,0.22673945,-0.4703656,-0.38929233,2.54253,-0.2251348,1.2034345,0.04325313,-0.37084353,1.0374299,-0.013107376,-0.79633975,1.7590718,-0.49341035,-0.05137856
4,000055,-0.102350116,-0.7302224,-0.55840373,-0.9389829,-0.5462576,0.6713648,-0.15572724,-0.26018158,0.64640564,-0.061778292,-0.8710277,2.2366629,-0.19850875,0.026253114
4,000056,-0.14479724,-1.142666,-1.0081718,-1.2282891,-0.65355587,1.1404996,-0.3433913,-0.37084353,2.341783,-0.06218779,-0.52904415,0.6150088,0.030219907,-0.7406074
2,000058,-0.1333955,0.23574738,-0.6344378,-0.8288682,-0.64644426,-0.3109098,0.53487664,0.16829282,0.4567114,-0.062249184,0.18725136,-0.72825545,-0.03629779,0.01542954
7,000059,0.23442614,0.3284962,-1.2062379,1.0968951,-0.042795125,1.3328083,-0.0021348835,0.24971798,0.51134634,-0.052830994,-0.8671287,2.2091968,-1.9785198,-0.30122668
7,000060,0.57008,-0.5560013,-1.122506,1.2586069,1.1948712,1.7161149,0.54309046,-0.24524173,0.9566189,-0.032910705,-0.67015564,1.1336582,0.223438,0.08741964
4,000061,-0.09406577,-0.62586,-1.1592959,-0.6348788,0.37314364,1.295174,0.601573,-0.2444352,0.94388306,-0.051586628,-0.5751899,0.7683159,0.23503064,0.087697655
0,000062,0.10442203,0.2873007,1.6208987,-1.1954858,-0.5537141,1.466862,0.22393098,0.006422989,0.47217673,-0.038773358,0.49199298,-1.0158359,0.2582375,0.05363072
4,000063,1.2710739,0.14628544,-0.37539855,-0.8296027,-0.08646665,0.410883,-0.16883288,-0.25660014,1.0417703,0.1433454,-0.41512522,0.28930187,0.34750956,0.1836876
4,000065,0.0702821,-0.110225484,0.18670423,-0.51847035,0.2974781,0.15052398,0.12646635,-0.28970996,0.82815546,-0.050474476,-0.66926014,1.1298506,0.27528173,0.13076878
8,000066,-0.0011401497,-0.14231884,0.26899436,-0.46056595,-0.36050174,0.85308594,0.15047538,-0.37084353,0.9253661,-0.027005218,-0.18839908,-0.19833192,-0.85293347,-0.11452332
4,000068,-0.14455776,-1.0872526,-0.3241828,-1.1980667,-0.3367033,0.20157662,1.1618756,-0.32551417,1.5374893,-0.065240376,-0.079973,-0.3788393,-0.94351995,-0.17670356
4,000069,0.310811,-0.44432345,-1.2360079,-0.8724195,-0.16682947,0.4259723,0.8337992,-0.37084353,1.6205326,0.16867219,-0.8214902,1.9091617,-0.54333633,-0.090502664
0,000070,-0.09709315,-0.32558307,0.9185535,-0.36495265,-0.5036865,0.6535949,0.65249264,-0.37084353,1.360867,-0.062368616,-0.5185691,0.58209324,-0.1585809,0.0154219745
0,000078,0.23525903,-0.971403,3.6737838,-1.0946636,-0.51643157,0.02757633,0.8397587,-0.37084353,2.1001005,-0.042969592,-0.6199294,0.93127096,-0.0013689967,0.036167
7,000088,-0.14336723,0.41046575,-1.2361968,0.27293205,0.3619753,1.0125829,0.19276835,-0.24006018,-0.32238212,-0.049171098,-0.5568794,0.70579994,0.40887734,0.10916513
7,000089,-0.09825771,-0.63232416,-0.9433369,1.7009052,-0.44947076,1.6137127,-0.1838469,-0.12131985,0.6028864,-0.048020158,-0.577687,0.7770217,0.02573799,0.034347627
4,000090,-0.0069391923,-0.05182871,-0.8683498,-1.2706949,-0.38722363,-0.4570279,-0.06146555,-0.32707343,1.7196718,-0.020071361,-0.77708256,1.6506462,-0.37112725,0.014657914
5,000096,-0.12878978,1.0232147,-1.105334,-1.2239023,-0.44543043,0.19334105,-0.17771259,0.017264422,-1.5910592,-0.06621399,0.0039227577,-0.5013693,-0.03677184,0.026559494
2,000099,-0.12938547,0.5858415,-0.012769305,1.1778926,-0.4976753,0.9880187,-0.099450715,0.04293886,-1.0401069,-0.05780425,0.5149069,-1.0340489,0.34800515,0.046687976
7,000100,1.7943794,-0.7098691,-0.75489944,1.5146651,0.050033543,1.2829909,2.0912008,-0.24414751,1.119189,0.20900235,-0.8023303,1.7939184,-0.455508,-0.045948803
8,000151,-0.13859467,1.9788182,-0.30238524,-1.1186798,-0.5185503,-0.047034822,0.34162882,-0.37084353,1.6633706,-0.06564496,0.3648213,-0.9068786,-2.3455415,-0.7636711
0,000153,-0.10148233,-0.806933,0.609826,-0.010949619,0.12151096,0.09451414,-0.13867094,-0.24351253,0.7204781,-0.06610986,-0.54752225,0.6747257,0.40370592,0.115065806
7,000155,-0.11705072,0.67834586,-0.4980571,0.8281752,2.268954,1.5019424,0.505548,-0.25210747,0.42495224,-0.044945892,-0.4716313,0.44236276,0.19383147,0.077025376
7,000156,-0.052661132,-0.7024104,-0.6437833,0.9393478,-0.38129458,-0.5532377,-0.09079422,-0.22525354,0.25932133,-0.048470035,-0.72962445,1.40482,-0.3277302,0.023300886
4,000157,0.39077786,-0.35889006,0.5036358,-0.72248673,-0.05115496,0.18566376,0.002868549,-0.2477942,0.56405735,0.03742573,-0.6638211,1.1068919,0.09690999,0.089170925
8,000158,-0.07540412,-0.6485647,0.25519496,-0.7086929,0.0930481,0.48012915,-0.21851753,-0.37084353,1.1831629,-0.0445755,0.115528695,-0.6453921,-0.7319432,-0.12488543
8,000159,-0.11459167,-0.49526155,0.17614871,-0.55779654,-0.46467942,0.45887503,-0.18548371,-0.08879287,0.11581138,-0.06657763,-0.37146103,0.18096618,-3.0496552,-0.44648346
4,000166,-0.007166248,1.2003686,-1.1904647,-1.2966449,-0.70138264,-1.4803655,0.61931,-0.18964672,1.8152117,0.48256993,-0.68116915,1.1811198,-0.38088834,0.04710405
7,000301,1.5598229,-0.7266911,-1.1715506,2.7358792,-0.3236626,1.8370353,-0.16754948,0.47151366,1.9758071,0.11680369,-0.5979005,0.84915036,-0.4148906,-0.10231536
4,000333,4.9135666,-0.45363626,-0.6142021,-0.9199869,-0.19842932,-0.53235966,0.0074330186,-0.2491463,0.9281185,0.6523403,-0.19689983,-0.18296877,0.7911979,0.25538835
4,000338,2.4083827,-0.03673438,-0.15759444,-0.3954446,0.3632564,0.045255102,0.8838558,-0.2817618,1.0926816,0.2159701,-0.6699628,1.1328372,0.2570308,0.14067888
0,000400,-0.0014524171,0.70615786,1.3675749,-0.8191512,-0.19943118,-1.4387481,0.14763701,-0.16821642,0.2847839,-0.03348181,0.121175304,-0.65217066,0.43184718,0.13466096
7,000401,0.1404347,-0.28023267,-0.9010719,2.153857,1.0824322,1.3682529,0.031921938,-0.37084353,0.42248055,-0.028771566,-0.8225994,1.9160106,-0.47895187,-0.046431072
4,000402,0.031771697,-0.5416655,-1.2382735,-1.1886799,-0.66158724,1.4116757,0.12728104,-0.37084353,1.4600523,0.016562361,-0.8636249,2.184776,-0.78053325,-0.16339867
2,000403,-0.12316847,-0.484811,-0.7220486,-0.28524908,-0.34008664,0.5193669,-0.18848206,-0.16606133,-1.262292,-0.05535714,0.23337014,-0.77803916,0.8322678,0.110555194
4,000404,0.00014389626,1.3501153,0.39416736,-0.61044484,-0.48309076,-0.84151053,0.72134656,-0.30212182,1.0121146,-0.05924203,-0.7154658,1.3368115,0.2832328,0.16603097
7,000407,-0.10238051,-0.6694911,-0.73394287,0.67480576,-0.40579924,0.4262653,0.20930386,-0.2764991,0.43075174,-0.06554179,-0.75877035,1.5523571,0.21563773,0.051805675
2,000408,-0.11631425,-0.7189038,-1.2375011,-0.0205251,-0.3442748,-1.4350302,-0.18945298,-0.27533588,-1.6636956,-0.033172484,1.323717,-1.4917617,2.4635136,0.24591133
5,000409,-0.13993919,1.4431084,0.8948164,-0.7566444,-0.33238378,-1.3788146,0.29949212,-0.012762283,-0.5015544,-0.06637836,0.24886467,-0.79419976,0.24580449,0.08600877
8,000410,-0.13724735,-0.56968814,-0.13097394,0.08229845,-0.1267548,0.61216366,-0.4202098,3.0341125,1.46761,-0.05870267,2.3961582,-1.8103107,-1.2191794,-0.28620455
0,000411,0.23880757,-0.5668985,2.8105056,-0.9362268,-0.46198586,-0.23800516,0.22785933,-0.30079743,1.3056659,-0.05698883,-0.67583615,1.157993,0.31324872,0.13774179
7,000415,0.24370533,-0.9679645,-1.2131634,3.6374166,-0.70801795,2.2247212,1.0974634,-0.29544857,1.9171033,0.1269337,-0.77324,1.629646,0.2538633,0.07737715
4,000417,-0.068802275,-0.5948538,-1.0950445,-0.46797836,0.6416931,-0.59195673,0.49954385,-0.28691238,0.6167315,-0.0617813,-0.82362604,1.9223747,0.13323939,0.0691389
4,000419,-0.1309997,0.41060057,-1.2053797,-0.41100392,-0.10771935,0.6368506,0.14551288,-0.23567455,-0.40957713,-0.066728055,-0.8233568,1.9207016,0.3188727,0.064072266
7,000420,-0.10880329,-0.902168,-0.54117167,1.9238231,-0.37835467,0.6795093,0.19118361,1.378952,0.83416206,-0.0579503,-0.44336176,0.3638582,-0.12432008,0.0024934493
4,000421,-0.095526636,-0.38697174,-1.0163587,0.22474468,-0.6081927,-0.053817295,0.929508,-0.37084353,1.6117505,-0.05817244,-0.72402126,1.3776354,-0.47294006,-0.026295025
7,000422,0.060773313,-0.21575938,-1.1312509,1.2189775,-0.20145135,1.29829,0.40930352,-0.23510873,1.0866796,-0.045258593,-0.4749779,0.45192468,0.5129096,0.19475326
5,000423,-0.084593974,1.6492375,-0.88986415,-0.3534028,-0.3041837,-1.3772823,-0.17708018,-0.13403359,-0.8798796,-0.03608473,1.3408532,-1.4987005,1.5971243,0.19872676
0,000425,0.9338995,-0.34211016,1.1552974,-0.3468327,-0.0062844865,0.25987104,-0.11222156,-0.24718997,1.0515834,0.08163841,-0.5804083,0.7865601,0.38651085,0.14697672
3,000426,-0.10092847,-0.82754755,-1.1883022,1.1776297,5.17302,0.55712783,-0.14202267,-0.19278811,-0.41941327,-0.04895406,0.47184896,-0.9994837,2.479545,0.29208598
7,000428,-0.14586744,-0.9634387,-1.1789652,1.5981423,0.48663378,0.84738433,-1.8205124,-0.37084353,1.6011181,-0.06468112,-0.21745121,-0.14502214,-0.86407363,-0.26434177
7,000429,-0.09767239,0.5238123,-1.2190418,1.1724882,-0.5610228,2.105606,0.6184098,-0.29400587,0.03088555,-0.046951998,-0.43015853,0.32853073,1.8086796,0.24226312
7,000430,-0.1481586,-0.9817356,-1.2224402,1.5646247,2.7731557,1.7883345,-0.18520844,-0.37084353,1.2811192,-0.066899896,-0.058778875,-0.4110824,-0.60209686,-0.1724596
7,000488,0.16048212,-1.1517428,-0.8669424,1.5415721,-0.28618297,1.3606468,0.5553256,-0.37084353,1.4966534,-0.016186168,-0.78853387,1.7144717,-0.4758921,-0.09747756
4,000498,0.5219412,-0.8293764,-0.17234641,-1.1233227,-0.023004157,-0.38199708,1.0171629,-0.3356564,1.6689538,0.033647213,-0.82846403,1.952589,-0.16112353,0.07739228
7,000501,-0.072106585,-0.2827273,-1.2613754,1.9956696,3.0767539,0.2855399,-0.18491083,-0.14970759,1.0786109,-0.048870444,-0.81565946,1.8734628,-0.26192358,0.0005681657
6,000503,-0.14989881,2.5358083,-0.52684015,-1.2753713,0.18411939,0.015480327,-0.18520471,-0.37084353,-0.73738223,-0.06289756,2.8541958,-1.8992256,-0.90660876,-0.06423143
6,000504,-0.15160312,1.8595552,0.59557176,-1.1547378,-0.69898474,-1.2659515,0.4638986,-0.37084353,0.38233513,-0.06814097,2.746924,-1.8800939,-0.8340146,-0.07642238
7,000505,-0.0029183081,0.37284368,-1.160566,-0.4243732,0.25236127,1.2399284,0.24521324,-0.052886106,0.31850383,-0.06425186,-0.57720673,0.77534074,-0.27071506,-0.0039575747
3,000506,-0.15061519,-1.1800604,-1.2709956,0.26126763,8.526316,-0.70225406,1.720891,0.1874221,0.32509962,-0.06850443,-0.65805984,1.082866,-1.083149,-0.16525587
7,000507,-0.08926984,-0.4552207,-0.5915206,1.1262348,0.27978942,1.5472499,0.94075733,-0.2966691,0.5317551,-0.057962425,-0.9022348,2.4681735,0.22535573,0.05579052
6,000509,-0.14174856,-0.6526606,0.517418,-0.3035712,0.017349705,-0.19451894,0.97765994,0.7942991,1.5022091,-0.06724849,3.1343532,-1.9450648,-0.82591265,-0.16236605
7,000510,-0.12909962,-0.60436046,-0.8704266,1.3848604,0.42952737,0.45585796,-0.02471171,-0.37084353,0.13195331,-0.067839,-0.4253084,0.31576326,-0.64876914,-0.06290189
5,000513,-0.009430725,2.4418206,-0.09251066,-0.1371492,-0.4393864,0.2354296,0.008366745,-0.23174356,-0.04390036,-0.03842947,-0.18177184,-0.2101768,1.3901805,0.22576961
4,000514,-0.14839858,-0.505316,-1.0021904,-0.8412739,-0.44139013,-0.1292995,0.3161318,-0.09274497,0.22983596,-0.06447458,-0.7419756,1.4660654,-0.67137265,-0.04481217
7,000516,-0.09602846,-0.8449848,-0.6584323,3.4089391,0.407125,0.9214649,-0.37138447,-0.37084353,1.1989229,-0.05494789,0.019438999,-0.522608,-0.86734885,-0.1806222
4,000517,0.11843501,-0.5291248,-1.2367288,-1.3027905,-0.70662194,-0.9555178,0.1444043,-0.20056118,1.3405411,-0.047209285,-0.69784063,1.2552617,-0.16420485,0.034317367
8,000518,-0.15059759,-1.0440092,-0.4406282,-0.8350879,-0.09458012,-0.2849519,0.040411033,-0.37084353,-0.8072984,-0.068404175,1.9441748,-1.6998054,-1.016976,-0.07970557
5,000519,-0.1100652,1.7814963,-0.18293627,0.118369915,-0.24936026,-0.45742387,-0.16032147,-0.19907202,-0.3639176,-0.049755063,-0.13060924,-0.29793838,-0.6838703,-0.032522883
8,000520,-0.14111587,-0.11704364,-0.36896226,2.9088511,-0.7100053,-0.82285774,-0.18520844,-0.37084353,-0.61308426,-0.068038866,2.1341932,-1.7495539,-1.1569498,-0.10059055
4,000521,0.20686953,1.8516583,-0.37787867,-0.67537075,-0.07851741,-1.2407618,0.03354015,-0.26730686,1.4092375,-0.04912252,-0.54922813,0.68034714,-0.08404746,0.13929261
8,000523,-0.12801526,1.3741263,-0.7026539,-0.5163881,-0.635473,1.6308886,0.21576926,0.031640854,0.52237463,-0.064365834,0.34766433,-0.8910659,0.15965684,0.07555588
5,000524,-0.10134928,2.3950038,-0.8810422,-0.5559165,1.2804404,-1.0448897,-0.14402404,0.19927895,-0.011616488,-0.063688055,0.34857807,-0.8919181,0.36226973,0.100166604
7,000525,-0.11032162,-1.1317519,-0.44071403,0.5734445,-0.09883395,0.9871674,0.22701117,-0.37084353,2.233917,-0.05949856,-0.36045444,0.15489963,-0.025739428,0.018251272
8,000526,-0.11752927,0.40112764,-1.2446496,-1.0137471,-0.6222681,0.027750544,-0.2521912,-0.023619,1.769819,-0.061942823,0.82397926,-1.2455679,0.9176828,0.3919927
4,000528,0.20842315,0.11996517,0.6445048,-0.4285713,-0.21866374,0.023977224,0.11421631,-0.18844323,0.85135806,-0.02904561,-0.6172003,0.9208881,0.22139096,0.11421096
4,000529,-0.12329873,0.88689375,-1.2307645,-0.95060015,-0.1141083,2.0378132,-0.13795297,-0.2530222,0.38202676,-0.06514577,-0.6418383,1.0168434,-0.2655436,0.0304233
0,000530,-0.09431529,-0.5268408,1.0253444,-0.22898892,-0.26355064,-0.5163795,-0.11892504,0.09273055,0.8148396,-0.06444093,-0.7140865,1.3303106,-0.166532,0.03744359
7,000531,-0.10019448,-0.55073386,-1.0334107,0.6355672,-0.062142644,1.9161761,0.1299111,-0.25183025,0.97748333,-0.055980586,-0.7502705,1.5082378,-0.081397094,0.031860646
8,000532,-0.14831585,-0.50717014,-0.8850241,-0.07448742,0.2725957,0.84289044,-0.011200583,0.036826752,-0.24314995,-0.0659678,0.63245565,-1.1215134,-0.024748234,0.03968471
0,000533,-0.1262209,-0.97193396,3.1701999,-0.89518905,0.5615274,-0.8028825,0.39675587,-0.16821133,1.1073046,-0.06689472,-0.20656882,-0.16526008,0.4172594,0.17390421
8,000534,-0.14077064,-0.7375125,-0.33070493,0.10283082,0.8650272,1.583922,0.19806938,-0.16077717,0.9411076,-0.06416209,0.34743676,-0.8908548,0.67359066,0.16405842
7,000536,-0.13224801,-0.7683754,-1.1365544,3.5928748,5.9201852e-06,1.5595875,-0.14240211,-0.37084353,1.5689815,-0.059203617,0.33421442,-0.87847435,-2.8332517,-1.0277942
7,000537,-0.106817655,-0.6352149,-0.64530224,0.16750742,-0.6320568,1.9110882,0.55254304,-0.23045275,1.4390314,-0.0023228354,-0.7297165,1.4052734,-0.17144486,0.062973455
2,000538,0.32007137,0.8447965,0.36307576,-0.9980126,-0.54415536,-1.13246,-0.18328147,-0.18803497,-0.6396193,0.029398011,0.3630355,-0.9052446,1.3383151,0.18134058
7,000539,0.5193886,-0.5143423,-0.8103202,1.5644697,-0.36427927,1.6896265,1.0724648,-0.25537977,1.7498477,0.059790842,-0.7369552,1.4409487,0.015438196,0.08991419
4,000541,-0.04413611,0.07816289,0.37914076,-0.014655822,-0.28999335,-1.0041512,1.1550195,-0.21670341,0.05942276,-0.05842587,-0.8142133,1.8646945,-0.14002834,0.042964123
7,000543,0.20343482,-0.7963391,-0.81249994,1.3680544,0.18188572,1.7604722,1.0001959,-0.292224,1.1378118,-0.020115973,-0.74432766,1.4779376,0.5058635,0.16707872
3,000544,-0.0884129,-0.88468015,0.10064673,-0.9039559,3.5083284,1.8171986,0.12459518,-0.30364892,1.4529363,-0.040891048,-0.75082463,1.5110877,0.3611708,0.16265133
7,000545,-0.12737347,-0.8256597,-0.42113912,1.0084921,-0.33223596,-0.10590731,0.41953358,-0.37084353,0.25270253,-0.067536965,-0.48698163,0.48671657,-0.93587047,-0.08554005
3,000546,-0.08202872,-0.8949032,-1.0932424,0.23793876,3.7250435,-0.6406971,0.19375415,-0.37084353,-1.1358538,-0.06602624,-0.70543027,1.2899675,-0.25517917,0.010100022
0,000547,-0.13424084,-0.5350917,0.47238117,-0.726887,-0.056624167,-0.6465768,0.2813979,-0.37084353,-0.030593734,-0.05649516,-0.3178664,0.05837753,-1.7408705,-0.19423158
5,000548,-0.14493205,1.2430643,-1.1996987,-0.91220385,0.15744676,-0.32810158,-0.18520844,-0.24770677,-0.68892884,-0.0678429,-0.5224447,0.59419614,0.4032534,0.06418574
5,000550,0.28552085,1.9337628,0.020707991,-0.044864748,0.20688312,-1.323656,-0.41126314,-0.2125814,1.1242244,-0.04004688,-0.46642852,0.42760944,-0.045563295,0.14555073
4,000551,-0.09997994,0.1969707,0.2911352,-0.370923,-0.27557302,-0.6475231,0.8929922,-0.26003528,0.12222304,-0.06488282,-0.60468066,0.8740207,0.7010424,0.15260506
7,000552,-0.029678749,0.3256307,-1.0295146,0.41396993,1.8841553,0.96373564,-0.09574557,-0.30272102,0.20660114,-0.045399845,-0.72081184,1.3622253,0.3531335,0.09138936
7,000553,0.18734623,-0.5109037,0.051078703,0.03468385,0.80897194,0.9788526,-0.18520844,-0.37084353,0.9489001,-0.034663633,-0.8169962,1.881594,-0.64745474,-0.19638759
2,000554,-0.11293743,0.71089435,-1.2479365,0.28508842,1.4413303,-0.96211815,-0.16769828,0.17233476,0.26298976,-0.06788569,-0.05474521,-0.41711822,0.32667294,0.0812523
4,000555,-0.047418386,-0.65556824,0.098647185,-1.0961798,-0.4631684,-0.97571874,-0.15914223,-0.0017662955,0.5074662,-0.056247916,-0.35474962,0.14157316,-0.86864173,-0.07665878
5,000557,-0.13733305,1.7399384,-1.2106832,1.7574887,0.25503838,-1.2419932,-0.18520844,-0.17230862,-1.5095809,-0.06444248,-0.5772849,0.7756183,0.18432894,0.049142808
8,000558,-0.15095112,-0.44165182,-1.2249975,0.6903651,-0.6148444,1.1209995,0.3891819,0.023078214,-0.08814685,-0.06692114,0.28214502,-0.827987,-0.5545411,-0.028664751
4,000559,0.018493185,0.9931693,-0.306822,-0.5259434,-0.5394909,0.41116807,-0.10655224,-0.2157867,0.79703605,-0.044996377,-0.33688128,0.10064381,0.24683878,0.12623547
4,000560,-0.014480826,-0.40885052,-1.1678433,-1.1280667,-0.05266597,1.549388,-0.15423179,-0.37084353,1.3601305,-0.044803426,-0.7141603,1.3306584,-0.20240888,-0.018762212
0,000561,-0.14174955,-0.75082016,2.4656148,-0.37733138,-0.4072117,-0.019667368,0.029358841,0.14579797,0.5138917,-0.06492945,-0.08540073,-0.37043452,-0.87512755,-0.08803838
4,000563,-0.13197139,-0.7554049,-1.225152,-1.292932,-0.6994939,-1.6074983,-0.18520844,-0.2462928,-0.49482974,-0.048846982,-0.6427512,1.0204946,0.49776155,0.07969581
8,000564,-0.1351788,-0.7197044,-1.2463746,-0.93184674,-0.3606824,1.319259,-0.060118902,-0.37084353,0.22052453,-0.029490346,-0.16619568,-0.2375764,-0.46570003,-0.038542703
2,000565,-0.14882621,0.07702513,-0.4739167,-0.1153163,-0.3812617,0.8122683,-0.18520844,-0.37084353,-1.162665,-0.06856998,-0.14662752,-0.27114472,-0.30392003,0.0021265484
8,000566,-0.14033727,-0.95400786,-0.78859127,-0.010255548,0.864206,1.3716817,0.05031002,-0.37084353,1.5246981,-0.061917335,-0.29654375,0.01249132,-1.1065712,-0.3351234
