Label,证券代码,营业总收入,现金资产比率,应收类资产比率,固定资产比率,无形资产比率,金融负债比率,少数股东权益占比,市盈率（PE）1,资产负债率,市值A,托宾Q值A,账面市值比A,资产报酬率A,净资产收益率（ROE）A
0,430564,-0.15204267,0.91586876,2.1491637,-1.0828913,-0.49558946,-1.2565321,-0.18520844,0.7771703,-0.9624396,-0.06997306,0.016187051,-0.5181945,-1.5086294,-0.114379585
5,430685,-0.15134563,0.9883317,-1.1049907,-0.8361863,-0.12036586,-1.3781494,0.0413894,-0.2780404,-1.4650352,-0.06991361,-0.47848782,0.46201822,0.3476604,0.061802775
0,430718,-0.1401876,-0.76811415,1.1211507,-0.060464494,-0.10523932,-1.2210716,-0.18520844,-0.26065737,-0.31807393,-0.069699876,-0.4822679,0.472964,0.8835082,0.14846891
4,600000,1.5366939,-0.80058676,-1.2709956,-1.269785,-0.69351554,-1.5635409,-0.14300103,-0.31117293,2.358643,7.20719,-0.7347612,1.4300734,-0.4687167,0.07169964
7,600004,-0.06923294,0.1885934,-0.9348152,2.9403403,-0.5700725,-0.34800553,-0.13748796,-0.020804666,-0.4086934,-0.043452803,-0.48747584,0.48816687,0.24953224,0.051374473
0,600006,-0.026875721,0.5582149,0.6186824,-0.7526687,-0.3659381,-1.1109643,-0.057473965,0.09935262,0.41414952,-0.052283473,-0.4020931,0.25611666,-0.7511422,-0.046173863
5,600007,-0.10640068,1.2452219,-1.0949845,-0.5259771,-0.11837855,0.038821056,-0.1834563,-0.21703361,-0.85806704,-0.04581859,0.6218668,-1.1140194,1.8866822,0.18413393
3,600008,0.06623823,-0.8278088,-0.13190077,-0.92924565,6.269521,1.2219447,0.61124504,-0.28741974,1.0461015,0.0059174765,-0.82104206,1.9063939,0.48463902,0.15375493
7,600009,-0.007702743,0.6319925,-0.92113596,0.95979255,-0.6063368,1.2583951,-0.027888611,0.172244,-0.12628545,0.018603023,-0.17751496,-0.21772547,0.07488826,0.04291684
1,600010,0.6356022,-1.0343761,-0.9348238,1.5830142,-0.4585861,0.3406549,0.39352316,17.33791,0.8887418,0.0635825,-0.62510866,0.95113754,-0.42982313,-0.042245753
7,600011,2.763326,-0.7890153,-0.546252,2.457887,-0.20958124,1.5485566,0.99210113,-0.2752669,1.0744869,0.34149203,-0.781395,1.674465,0.30072954,0.10475475
3,600012,-0.073297895,-0.5744246,-1.2709956,-1.0119209,10.607833,1.5496494,0.20802045,-0.25604615,-0.18996486,-0.04475908,-0.3523836,0.13608855,1.0406339,0.14225051
4,600015,0.7223156,-0.9094244,-1.2709956,-1.2056947,-0.70328784,-1.6013137,-0.14784451,-0.33478457,2.3396058,3.2645056,-0.74057454,1.4590249,-0.430211,0.0799776
4,600016,1.2991385,-0.98583996,-1.2709956,-1.261847,-0.6961434,-1.5639923,-0.10807745,-0.33154196,2.3295305,5.857618,-0.7377395,1.444854,-0.46466574,0.06925616
7,600017,-0.0538078,-0.89372325,-1.1185328,2.1442614,2.0699768,1.5875607,0.330253,-0.27929088,0.85463524,-0.043672662,-0.83428264,1.9894683,0.16452663,0.06622261
7,600018,0.3060133,0.28727543,-1.093045,-0.08346317,0.35532358,1.5330634,0.17443235,-0.2920889,-0.45683384,0.10497434,-0.66810143,1.1249367,0.99122506,0.14541267
7,600019,3.6879249,-0.640988,-0.7876645,1.4178253,-0.18182461,-0.17706585,0.14519295,-0.29009143,-0.022235094,0.17390385,-0.84964687,2.0897276,-0.004019362,0.03901332
3,600020,-0.07864429,-1.1100922,-1.0754782,0.07347095,7.7462068,2.2339861,-0.18528284,-0.28763384,1.3562826,-0.03359632,-0.7900921,1.7233065,0.19087943,0.08227736
7,600021,0.36199573,-0.8269913,-0.07713222,2.2774017,-0.1755999,1.5689871,1.4748858,-0.31324217,1.3367023,0.05452398,-0.81367916,1.8614694,0.37244022,0.13413519
7,600022,0.8644321,-0.5798016,-1.1447327,2.5510206,0.72447026,-0.15076745,1.0185095,-0.37084353,0.7200132,-0.026881346,-0.86270416,2.1783922,-0.9918083,-0.12363532
7,600023,0.8954637,-0.15112598,-0.50202185,0.7689366,-0.40261295,1.4084171,0.40899476,-0.28799146,0.13466895,0.056980815,-0.6691837,1.1295261,0.8262129,0.155162
7,600025,0.15404323,-1.0660818,-1.1539066,3.5970728,-0.21114153,1.9948257,-0.011118742,-0.19590843,0.9639972,0.2002435,-0.13992733,-0.28242666,0.6112316,0.1687676
7,600026,0.11807894,-0.7021997,-1.1029311,2.9160075,-0.70020014,1.9104507,0.08722754,-0.22632381,0.3394925,0.012099047,-0.38515413,0.21407712,0.9734051,0.15722725
7,600027,1.188297,-0.9728863,-0.81447375,2.520003,-0.18269509,1.8299005,0.43523207,-0.27916336,0.95492053,0.093276575,-0.77168435,1.621202,0.3957979,0.113881886
3,600028,37.275997,-0.72209793,-1.0084893,0.89742726,0.35354978,0.32338396,0.4141358,-0.28349572,0.5734332,1.5471215,-0.7365696,1.4390372,0.18583728,0.07776296
7,600029,1.9767249,-0.93256736,-1.1483885,0.77988,-0.3537186,1.49672,0.9450093,-0.37084353,1.9066181,0.22111906,-0.5737211,0.7632183,0.07596564,0.104815274
4,600030,0.2239686,0.7074642,-0.64564556,-1.2829118,-0.6791938,-1.0484333,-0.115800224,-0.23323098,1.9399422,1.406458,-0.6489546,1.0455174,-0.28157508,0.09241252
0,600031,0.7699659,-0.69306386,0.26133946,-0.2868057,-0.19361708,-0.27265793,-0.12126494,-0.13241601,0.50049764,0.12200492,-0.18633969,-0.20202611,0.29896262,0.10987624
7,600032,-0.09112705,-0.7778062,0.04806652,3.0600507,-0.5965973,1.9954355,1.0700282,-0.22782949,1.1392663,-0.025078073,-0.6763512,1.1602134,0.16762948,0.07327694
7,600033,-0.11719036,-0.2563396,-0.8425188,3.1058054,-0.709102,1.063885,0.46065846,-0.30427504,-1.0577953,-0.059668235,-0.8899497,2.3744738,1.1135513,0.11144597
3,600035,-0.11061727,-0.84865093,-1.1645737,-1.0466986,11.156396,1.4637301,0.3288208,-0.3156839,0.40161157,-0.056922015,-0.82381105,1.9235202,0.6555337,0.11050791
4,600036,3.3734143,-0.6292058,-1.2709956,-1.2392325,-0.7008735,-1.576892,-0.16240469,-0.32141584,2.2579849,9.23199,-0.70763034,1.3001432,-0.30650574,0.1653558
5,600037,-0.12827553,2.6427495,-0.9588183,0.32984588,-0.45459506,0.11518623,-0.18520844,-0.37084353,-1.0519037,-0.060116936,-0.8481633,2.0798647,-0.7213848,-0.022410415
4,600038,0.12055466,-0.6685556,0.005140748,-0.6968937,-0.39735729,-0.5711619,-0.13447846,0.29348436,1.292686,-0.017401623,-0.48252064,0.4736989,-0.37354058,0.019926911
4,600039,0.98373926,-0.5979974,-0.54184103,-0.91730493,1.4775617,0.18134403,0.2380522,-0.3189551,1.7746474,0.13880678,-0.6681762,1.1252533,0.14808574,0.15960264
4,600048,2.737683,-0.41173285,-1.2362225,-1.2751287,-0.7058664,-0.22112618,1.3702304,-0.31495887,1.5601764,0.8700659,-0.8293952,1.9584528,-0.24800378,0.046478048
4,600050,4.435501,-0.5656175,-0.46488014,1.7075763,-0.024482321,-0.9118376,1.8595029,-0.30351478,0.18419021,0.31634623,-0.9457027,2.829638,0.19199991,0.07651285
4,600051,-0.13706435,0.3293811,-0.67281526,-0.94343704,-0.67916095,-0.33239752,0.12842308,-0.20602612,-0.4669001,-0.06759352,-0.9668933,3.0249612,-0.33001426,-0.016706431
2,600052,-0.14933927,-0.0077340463,-1.0412886,-0.20364523,-0.25714526,0.78481776,-0.16979265,-0.15234289,-1.443798,-0.0673075,-0.5292335,0.6156108,-0.089111164,0.03665683
2,600053,-0.15005104,-0.57209855,-0.9834135,-1.2667392,-0.709841,-0.76771504,-0.15934311,3.1556249,-1.3832668,-0.064187445,0.51417905,-1.0334781,-0.42553514,-0.016279012
2,600054,-0.13073531,0.35636717,-1.208023,0.41939446,-0.25550285,0.18609136,-0.023432022,-0.2285759,-1.1863233,-0.06357617,-0.25672647,-0.06919145,1.141908,0.10165691
5,600055,-0.13577662,3.3645048,-0.63938946,-1.0956677,-0.63642555,-1.1769282,-0.100793645,0.0067760027,-1.4688555,-0.06261859,0.026715929,-0.5324279,-0.17612071,0.024853595
0,600056,0.25972685,-0.6615605,2.3090155,-0.9057281,-0.44337744,-0.27412686,0.4568194,-0.27056935,1.0039446,-0.03713806,-0.6182382,0.9248325,-0.0023817378,0.06272192
4,600057,4.555318,-0.06024816,0.07656642,-0.7672509,-0.42979476,-0.10590731,1.120907,-0.3221735,1.4099326,0.015654348,-0.8364975,2.0036626,-0.008070326,0.055406597
0,600058,0.659652,-0.64529467,1.9807217,-1.0646973,-0.43859804,-0.8312359,-0.11807316,-0.05430985,1.4410703,-0.047503006,-0.6712205,1.1381967,-0.22471073,0.015556253
5,600059,-0.13264915,1.1519505,-0.96560645,0.44737968,0.06765654,-1.5083903,-0.16077903,-0.22209893,-1.4634426,-0.063180156,-0.34303862,0.114615306,-0.051747482,0.023068264
0,600060,0.4898542,-0.83486295,0.67716676,-0.60436666,-0.30259058,-1.1087787,0.6488805,-0.28773072,0.051749934,-0.032625888,-0.59140706,0.8256522,0.381835,0.10149426
4,600061,0.009043591,1.3130916,-1.2454478,-1.274839,-0.65777683,-0.41433755,0.1916635,-0.24549603,1.7529223,0.15626675,-0.71820176,1.3497745,-0.2963999,0.05700848
2,600062,-0.017866345,0.18839955,-0.22689185,0.20917863,1.248857,-0.784887,0.05223327,-0.23960401,-0.3131996,-0.046024173,0.02452538,-0.5294804,1.5191002,0.22457813
7,600063,-0.059005167,-1.0620027,-0.415089,0.8591456,-0.27649277,1.1878977,-0.17600137,-0.19088948,0.2279166,-0.057744768,-0.67692876,1.1627074,-0.2265423,0.021543922
4,600064,-0.1290608,-0.90318775,-1.1350096,-1.2487946,-0.65240616,0.7500937,0.06623544,-0.3077965,0.33398297,-0.044982128,-0.868012,2.2153928,0.5722519,0.1513001
2,600066,0.22770146,0.10017651,-0.24050245,-0.48954174,0.10732059,-0.7916219,-0.13627152,-0.15259187,0.7253755,-0.009278873,0.5952936,-1.0948917,1.3293729,0.33282334
4,600067,-0.05347461,-0.94031256,-0.27118212,-0.6839624,-0.3839224,-0.4795847,0.4308164,-0.37084353,0.9048699,-0.058155768,-0.8867029,2.3502839,-0.32105044,-0.028458606
8,600070,-0.15144558,-0.81233525,0.8602235,-0.48678568,0.7964076,-0.6722457,-0.2955518,-0.37084353,0.3020443,-0.069545574,-0.4313728,0.331748,-4.193169,-0.63267803
8,600071,-0.1338244,-0.5494865,1.3505144,0.86979246,-0.4962957,0.60367864,0.40191928,-0.37084353,1.3794668,-0.064742945,2.0678608,-1.7327795,-0.608044,-0.10752762
4,600072,-0.07291063,-0.16423976,0.47503293,-0.6054448,-0.5512998,0.85752046,0.08030457,0.66236305,1.6433071,-0.024371771,-0.5650788,0.7335123,-0.45089677,-0.019870479
7,600073,0.10606861,0.91515243,-0.5018416,0.64139605,-0.526171,0.035004184,0.9049372,-0.37084353,0.28303945,-0.059933443,-0.7412868,1.4626018,0.19329278,0.06854505
7,600075,-0.029727735,-0.6540849,-1.2569559,2.4777455,0.14397904,0.879024,-0.18254861,-0.37084353,0.63556147,-0.05515382,-0.75992125,1.5584047,-0.30426478,-0.018563632
4,600076,-0.14525586,-1.01704,-1.091998,-0.45825464,2.937084,0.38264844,-0.10318934,-0.37084353,-0.16435501,-0.06633694,-0.9113514,2.5399935,-0.75933033,-0.07578313
7,600078,-0.114569545,-0.6565375,-0.10382995,0.7247519,0.43143257,0.6762942,0.6191389,0.5477518,0.776991,-0.06466471,-0.37598282,0.19181812,-0.39709222,-0.03710536
0,600079,0.14970559,-0.55698735,0.9857312,0.26882827,0.18127804,0.9829071,0.3725311,-0.2825936,0.1253023,-0.030005446,-0.40002242,0.25090963,1.1282252,0.16897942
2,600080,-0.146439,-0.023443613,-0.72264075,-0.8658359,-0.06994406,-0.87708586,-0.18520844,-0.37084353,-1.045147,-0.06821567,-0.22952963,-0.12217677,-0.1967634,0.017664988
4,600081,-0.072961695,1.0826565,0.5580353,-0.41365218,-0.492009,-1.0166274,0.42807102,-0.2337887,0.13562173,-0.062491,-0.67651534,1.1609248,-0.17640083,0.033447396
4,600082,-0.1525456,-1.0070108,-0.84865475,-1.3062676,-0.70997244,1.2448658,-0.18520844,0.56993973,0.007093798,-0.068117656,-0.6775846,1.1655416,-0.5829841,-0.07394107
7,600083,-0.15204516,-0.9344046,0.055515453,1.0909517,-0.7100053,0.10155793,5.318936,-0.37084353,2.2553613,-0.06956762,-0.19945519,-0.1783129,-0.8878838,-0.8614388
1,600084,-0.15145528,-0.77694654,-1.0072621,-0.7254719,-0.39438453,-0.7811691,-0.34417996,8.806192,-1.3827513,-0.0652089,2.5819328,-1.8487421,-0.54564196,-0.019930998
5,600085,0.06550685,1.7510632,-0.7928564,-0.4897102,-0.30666372,0.0017847228,1.1804162,-0.21519385,-0.30554518,-0.015100321,0.33892992,-0.8829074,1.1071732,0.16231468
6,600088,-0.14639471,-0.4022852,-1.11147,-0.10873273,-0.7100053,-0.13980383,-0.06153995,-0.17612886,-0.8887215,-0.06473654,1.8618894,-1.6765496,0.76749545,0.12662508
7,600089,0.9910719,-0.4569737,-0.3700178,1.0126632,0.17552963,0.23688667,0.7471561,-0.3291535,0.7275295,0.08682475,-0.76650155,1.5933021,0.09874154,0.07229349
4,600094,-0.09279177,-0.74465096,-1.2079285,-1.1208295,-0.7092662,-0.40141007,-0.06956032,-0.05432682,-0.043545946,-0.05529805,-0.8157342,1.8739202,-0.11546398,0.013003077
5,600095,-0.1285631,2.4650393,-0.97803277,-1.2628039,-0.6729855,-0.81248015,-0.17883603,0.9433613,1.3701508,-0.02870766,-0.4585896,0.40564364,-0.397006,0.0020603552
7,600096,0.5859204,-0.09392597,-0.9926818,1.5076637,0.73189396,1.0044423,0.2190094,-0.31375763,0.5299554,-0.0153271,-0.3962389,0.24144936,2.1621692,0.37990957
7,600097,-0.12570699,0.11525399,-0.8167393,0.9836134,-0.19782163,0.89712644,-0.14325772,-0.21648304,-0.47313225,-0.06801386,-0.72219723,1.3688631,-0.25860524,-0.00082000537
7,600098,0.4165159,-0.39266056,-0.8267113,2.0732236,-0.24290562,1.2559917,0.1620335,-0.27975124,0.98483855,-0.0119008,-0.75893974,1.5532445,0.19805482,0.089925535
0,600099,-0.14101487,0.17533635,0.5948595,-0.6312535,-0.42209187,-1.3315313,-0.18520844,0.6044085,0.42051056,-0.068542324,0.49002913,-1.0142566,-0.489855,0.024076294
4,600100,-0.005384914,-0.42056528,-0.18374294,-0.9030125,-0.10627404,0.69005716,0.7022852,-0.37084353,0.89300394,-0.028964944,-0.673081,1.1461481,-0.28017446,-0.018540936
2,600101,-0.119298555,0.91006196,-1.1164902,2.014814,0.15063079,-0.51823646,-0.18520844,-0.18848717,-0.568893,-0.06572895,-0.33807296,0.10333726,0.7524552,0.12057499
7,600103,-0.12133186,-0.59806484,-0.87287235,0.65335023,-0.23502207,0.098738834,0.119253226,-0.120931864,-0.55320215,-0.065251894,-0.6245319,0.9489171,-0.104388475,0.02227205
4,600104,6.6554146,0.19909453,-0.5673631,-0.7306134,-0.35657638,-0.36416388,0.42609942,-0.3078516,1.028169,0.5568333,-0.8592863,2.1548667,-0.26616848,0.024900876
7,600105,-0.10605045,-0.32095617,0.08334598,0.20264897,-0.27491605,1.1481967,0.19466928,-0.0057583055,0.95994216,-0.06141346,-0.38670367,0.21787295,-0.049484976,0.041231744
7,600106,-0.1517254,0.488904,-1.2709355,-1.2333633,-0.7100053,2.3155856,-0.18520844,-0.13608092,-0.56663305,-0.0630788,-0.39826182,0.24650003,-0.06702479,0.02815192
8,600107,-0.14899342,-0.6010146,-0.84596866,-0.6486389,-0.67694366,0.5877816,0.020170381,-0.37084353,-0.21927534,-0.06882477,0.5883902,-1.089845,-1.7420771,-0.19169353
3,600108,-0.11810639,-0.8520137,0.2473341,-0.602682,3.5179365,1.6298908,-0.18597104,-0.0018723004,0.6039174,-0.06204511,-0.57918274,0.7822561,-0.21738453,-0.003978378
4,600109,-0.10291329,1.7404778,-1.2217795,-1.3016517,-0.6874879,-1.5024868,-0.16009454,-0.22496834,1.327842,0.020777933,-0.67237395,1.1431262,-0.35259625,0.03089233
7,600110,-0.09439777,0.111832276,-0.19755952,0.47724494,-0.16180371,1.6184243,0.58590424,0.54653335,0.5513491,-0.05850156,-0.73387,1.4256676,-0.6044887,-0.07955805
8,600111,0.18792196,-0.037813146,-0.0017160475,-0.26437303,-0.46893322,0.9452135,0.5620514,-0.17448884,-0.28844127,0.0016844133,0.28383353,-0.829668,0.038795885,0.036178347
2,600113,-0.14446825,-0.32400706,-1.1549793,-0.7050473,1.0846823,-0.018899243,0.028525556,-0.2365544,-0.53296375,-0.066463806,-0.34257394,0.11355591,0.21038009,0.049780156
7,600114,-0.09595918,-0.82373816,0.2763403,1.0679126,0.114826374,1.5689356,0.312382,-0.02128087,0.78043383,-0.058982313,0.11537148,-0.6452045,0.6022032,0.16767447
7,600115,1.4694129,-0.99436057,-1.1857276,1.2212012,-0.5134588,1.6325555,-0.13444498,-0.37084353,2.035864,0.18063463,-0.58863455,0.8157111,-0.23927698,-0.029154582
7,600116,-0.024926439,-0.7665887,-0.68579084,1.6422056,0.093195915,1.5896077,-0.10639972,-0.16776058,0.53976387,-0.048295453,-0.58421266,0.79998046,0.014511647,0.040030807
7,600117,-0.08795834,-1.1623535,-0.8096079,3.4633934,0.020716634,0.7170326,0.92089987,-0.3140674,0.19304596,-0.058123253,-0.54565567,0.66859215,-1.3428847,-0.17689647
8,600118,-0.12658174,-0.24765891,0.012658336,-0.85570115,0.7800985,-0.973062,0.664207,0.8041105,-0.04328359,-0.04207474,0.68222415,-1.1557853,-0.622481,-0.02238772
8,600119,-0.14643015,1.178077,0.11597368,-0.6457481,0.018532235,0.6613435,1.4849857,1.4552367,0.4111393,-0.06806345,2.5288775,-1.8381208,-1.7340614,-0.2579456
4,600120,0.0038970725,-0.21180671,-1.2464948,-1.2172446,-0.4611154,1.1216251,0.22895302,0.0040119314,0.9084693,-0.036151253,-0.73837274,1.4480088,-0.25287357,0.024827117
7,600121,-0.10254092,-0.5894263,-0.5493157,1.2677308,-0.3768108,-0.22802743,1.4531944,-0.22756475,1.7584318,-0.057824142,-0.6021201,0.8645839,-0.072713375,0.031983573
7,600123,-0.019913351,0.45563918,-1.2211272,1.5885803,1.9521344,0.9239475,-0.22939861,-0.32135037,0.3590589,-0.046150956,-0.7289391,1.4014776,0.15041289,0.044384442
7,600125,0.007039702,0.3352722,-0.81522894,1.8718083,-0.32108405,0.22228831,-0.17187959,-0.24899682,-0.6860935,-0.06182837,-0.62021685,0.93236554,0.7121826,0.08161542
4,600126,0.61021644,0.009450398,-0.7641934,0.69145674,0.66488385,-1.2181139,-0.14915024,0.17085722,-0.11980475,-0.04859424,-0.83032537,1.9643283,-0.93843466,-0.06338227
8,600127,-0.10564902,-0.396116,-0.99507606,0.39527047,0.47387227,0.93637216,0.07470222,0.7252767,0.9409603,-0.06582793,1.041773,-1.3644742,-0.41275737,-0.017519666
4,600128,-0.0675241,-0.28144628,0.52035296,-1.0641986,-0.64508104,-0.28473017,0.6525894,-0.16090693,0.53751314,-0.066473395,-0.8122807,1.8530333,-0.27879542,0.021681983
8,600129,0.011955808,-0.85408694,0.3886493,0.4893339,0.770901,0.49949858,-0.072022974,-0.2420245,1.3909093,-0.049599297,0.0020631363,-0.49879706,0.5862148,0.23224711
5,600130,-0.14973228,0.87671286,-0.80997694,-0.9841244,-0.5689392,-1.359354,-0.009426131,0.5953821,-1.4312692,-0.06784508,1.0062612,-1.3464644,-0.53221774,-0.008436034
0,600131,-0.09380839,0.15439306,2.3471699,-0.87133455,0.3306054,-1.3801211,-0.18488108,-0.17347196,0.36044434,-0.046503387,0.5024385,-1.0241898,-0.064654544,0.067667514
2,600132,0.05353873,0.8820561,-1.1691821,1.1447659,0.1049391,-1.3587205,1.7127293,-0.28066325,1.1896069,-0.035910074,1.2589273,-1.4647608,4.8370986,1.1358066
4,600133,-0.1334096,-0.4843559,-0.59052515,-1.1711125,1.0592086,0.93981284,0.10378165,-0.31072563,0.36280096,-0.054718707,-0.62526244,0.95173174,-0.2091964,0.022459283
2,600135,-0.13567773,0.12062255,-0.3160645,-0.14107104,0.09217763,-0.14524406,-0.15623689,-0.37084353,-1.1690537,-0.06734175,-0.39024484,0.22658266,-1.0557834,-0.06409337
8,600136,-0.15061893,-0.061057236,-0.93040425,-1.0148387,-0.6951251,-0.20159836,-0.0043854984,-0.35692188,0.52251726,-0.06781536,2.25804,-1.7793146,-1.7208526,-0.24676648
5,600137,-0.14932707,2.580712,-0.7268029,-0.40462252,0.095150374,-1.5975721,-0.18520844,0.031432535,-0.9871427,-0.06933757,0.36437747,-0.9064721,-0.11050802,0.0344611
7,600138,-0.041597653,-0.6219073,0.042848833,0.79636925,0.3642911,1.1751524,0.7812836,-0.1884362,0.43486664,-0.05700288,-0.7195012,1.3559628,0.09176009,0.032823287
7,600141,0.19567654,-0.89947104,-0.85828346,2.6421797,0.3586084,0.8697075,0.037222974,-0.24475965,0.50986886,-0.030570155,-0.6541582,1.0667717,0.359684,0.09053262
7,600143,0.48692045,-0.689423,0.20514636,0.9049812,0.22977823,1.0082037,0.3103955,1.7801956,1.2844241,-0.016602408,-0.6681544,1.1251634,-0.010914621,0.009553453
0,600148,-0.14499454,0.022724308,1.6164105,-0.66272926,-0.46840766,-1.182404,0.6684367,0.7904641,0.46945187,-0.06812841,0.5189119,-1.0371919,-0.4487851,-0.010476683
2,600149,-0.14835368,1.172464,-1.0595505,0.93397045,-0.020803336,-0.030306308,0.7880987,-0.37084353,0.48330623,-0.06899218,1.1549311,-1.4187338,2.5261743,0.47956285
4,600150,0.7352947,0.014936948,-1.14959,-0.53361183,-0.36735055,-0.91545254,0.1061141,0.057649743,1.3293886,0.18183988,-0.047080025,-0.42849788,-0.39390317,0.062294498
7,600151,-0.087418064,0.14213893,0.43235603,1.029038,-0.32333413,0.5321994,0.09687728,-0.37084353,-0.10310127,-0.05943654,-0.19387805,-0.18844946,-0.4878295,-0.042285472
2,600152,-0.13566072,-0.6117939,-0.13059634,1.2091392,-0.28473765,-0.745285,-0.21379682,-0.37084353,0.03781733,-0.06688316,-0.290865,0.0005291638,-0.5744512,-0.022537129
4,600153,7.7886896,-0.42252898,-0.98697495,-1.2311261,-0.6560359,-0.4022455,2.3929172,-0.35225788,1.5172095,0.48132345,-0.8879693,2.3596892,-0.3771175,0.0015761973
4,600155,-0.1381921,0.5919095,-1.1367775,-1.1961597,-0.63264805,-1.5122467,0.03231626,-0.09213294,1.0274787,-0.025686393,-0.7260224,1.3873028,-0.50614506,-0.018505003
8,600156,-0.14523423,-0.23927316,-0.6346609,0.43463707,1.6782634,0.5333753,-0.20812006,0.7788172,0.5094316,-0.06869332,0.5852746,-1.087558,-1.0444708,-0.1339596
3,600157,0.20082173,-1.08598,-1.0061551,0.52733934,7.4716296,1.3971684,0.16755775,-0.28486514,0.4708051,-0.0021083197,-0.876201,2.2735853,0.25644904,0.045227937
5,600158,-0.12848777,1.5364809,-0.8965837,-0.964394,-0.6531288,-1.0766877,0.91045403,-0.21196909,-0.06274873,-0.06222712,-0.10451027,-0.34033757,-0.11408493,0.027737739
4,600159,-0.1443241,-0.42712218,0.047088202,-1.1973861,-0.7100053,-1.6064966,-0.04118398,-0.37084353,0.07247624,-0.06738542,-0.5897107,0.8195616,-0.61215967,-0.03504958
2,600160,0.13014208,-0.8918944,-0.5163018,1.5187149,-0.23042335,0.4621534,0.07827344,0.04991785,-0.32791927,-0.014198763,0.611311,-1.1064786,0.7064509,0.12254755
2,600161,-0.08864076,0.73210734,-1.1263335,-0.07779604,0.0754908,-1.2246034,0.67634916,-0.14445613,-1.3822542,-0.028873282,1.3079445,-1.4852997,1.7926911,0.17430326
4,600162,-0.10203351,-0.6889932,-1.250451,-1.0990976,-0.64118856,-0.37014654,-0.2616698,-0.37084353,1.1846405,-0.056542106,-0.7014504,1.271692,-0.24957676,-0.03768219
7,600163,-0.13573849,-1.0437058,0.82266986,2.7118092,-0.55563575,1.6097335,-0.1028099,-0.27526578,0.0022286633,-0.058936533,-0.47340146,0.44741344,0.5357501,0.101358086
4,600166,0.4125385,-0.09852759,0.06613962,-0.20029616,0.68521684,-0.86533827,-0.13960466,-0.19434841,1.4464556,-0.022347555,-0.6011438,0.8610031,-0.36948964,0.030782636
5,600167,-0.11672484,2.1341946,-0.7179208,0.04640893,-0.07940431,1.3492794,0.0880013,-0.26477215,-0.53708786,-0.055599757,-0.6019359,0.86390764,0.12858509,0.06369969
7,600168,-0.10793914,-0.7609926,0.7418987,1.9054337,0.6230683,1.6848989,-0.03355049,-0.16348486,1.6412911,-0.05236978,-0.73627514,1.4375751,-0.14377764,0.004218261
4,600169,-0.051986367,-0.8509686,0.38350028,-0.5467049,-0.110133685,0.8530582,0.6052707,-0.057400208,1.8429986,-0.041758522,-0.6693114,1.1300695,-0.19616006,0.018725973
4,600170,3.2317457,0.3167393,0.2419791,-1.1266853,-0.547473,-0.47061267,0.24733366,-0.27657086,2.061276,0.19886339,-0.76610637,1.591191,-0.3278164,0.033358507
6,600171,-0.12348963,-0.5998937,-0.39818302,-1.1542863,-0.43922216,-0.5682676,-0.18520844,-0.37084353,-1.2509048,-0.05537138,1.7302792,-1.6369376,0.45718727,0.08547355
7,600172,-0.13821214,-0.86143607,-0.260352,2.293062,-0.38669807,0.7219621,-0.18520844,-0.37084353,1.5752827,-0.0626353,-0.54916906,0.6801517,-1.1442797,-0.40960234
4,600173,-0.11483995,-0.6046302,-1.1764507,-0.7593466,-0.7009885,-1.1680907,-0.17163406,-0.23711139,-0.21100415,-0.066189446,-0.79244334,1.7366955,0.037740048,0.03351548
7,600176,0.030908687,-0.81375957,-0.76000553,3.0783122,-0.3729019,1.0132164,-0.016542537,-0.2646957,0.047506172,-0.014537484,-0.41842407,0.29782394,0.29292926,0.07807124
4,600177,-0.020213023,-0.28690755,-1.2256155,-0.38237855,-0.63892204,0.82280827,-0.16209964,-0.29317188,0.18617862,-0.013048609,-0.7370977,1.4416564,0.3266945,0.09551037
1,600178,-0.105741665,-0.1238955,0.5360146,-0.13935944,0.12041055,-1.0001009,0.84436405,6.5446067,0.5823396,-0.06328174,-0.5395105,0.6485692,-0.58906054,-0.018221317
7,600179,-0.06877424,-0.18878174,-0.94593716,0.9025621,-0.6110176,0.20180231,-0.18505219,-0.17000312,-0.81929326,-0.05912475,-0.6536405,1.064645,-0.101975136,0.0088782795
0,600180,0.20351459,-1.0579658,2.4370377,-1.1346368,-0.68149316,-0.9549081,-0.16152675,-0.2527618,1.6726959,-0.044617288,-0.76785046,1.6005301,-0.31454304,0.011327437
0,600182,-0.09890047,0.36353087,2.0909967,0.29846442,-0.61486083,-0.020677019,1.3990569,-0.27759725,0.35831785,-0.06597345,-0.4431003,0.3631467,1.3492614,0.22005428
2,600183,0.08013797,-0.5904292,0.85331523,0.9185796,-0.3116402,-0.02793462,0.17119592,-0.07011235,-0.06429526,-0.021755833,0.42687237,-0.9617795,0.8203304,0.1522495
0,600184,-0.13656035,-0.4002625,1.5497048,0.41123408,-0.3733289,-1.4888704,-0.18520844,0.121626444,0.044624835,-0.06496925,-0.19364007,-0.18888338,-0.5734169,-0.019800503
4,600185,-0.11450856,-1.0175962,-1.2210586,-1.0852296,-0.6539993,0.92810094,-0.19146551,-0.37084353,1.8255218,-0.0451318,-0.4234236,0.31082985,-0.9768326,-0.39798257
2,600186,-0.122467905,1.0761502,-0.8881135,0.5229997,-0.11563574,-0.12056109,-0.6991,-0.0080398545,0.5918029,-0.06347255,0.7556284,-1.2036495,0.99389696,0.18955612
