日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2018-03-07,833943,4.63,4.63,4.63,4.63,10,4450.0,0.0,-33.86,-2.37,0.0
2020-09-14,833943,8.76,8.76,8.76,8.76,1,826.0,0.0,89.2,4.13,0.0
2021-01-07,833943,8.76,8.76,8.76,8.76,1,796.0,0.0,0.0,0.0,0.0
2021-01-12,833943,8.76,8.76,8.76,8.76,4,3184.0,0.0,0.0,0.0,0.0
2021-03-26,833943,9.8,9.8,9.8,9.8,10,9000.0,0.0,11.87,1.04,0.0
2021-03-29,833943,10.8,10.8,10.8,10.8,30,30000.0,0.0,10.2,1.0,0.01
2021-03-30,833943,10.8,10.8,10.8,10.8,26,26000.0,0.0,0.0,0.0,0.01
2021-03-31,833943,10.8,10.8,10.8,10.8,9,9000.0,0.0,0.0,0.0,0.0
2021-04-01,833943,10.8,10.8,10.8,10.8,3,3000.0,0.0,0.0,0.0,0.0
2021-04-02,833943,10.8,10.8,10.8,10.8,3,2990.0,0.0,0.0,0.0,0.0
2021-04-07,833943,10.8,10.8,10.8,10.8,4,4000.0,0.0,0.0,0.0,0.0
2021-04-08,833943,10.8,10.8,10.8,10.8,3,3000.0,0.0,0.0,0.0,0.0
2021-04-09,833943,10.8,10.8,10.8,10.8,7,7000.0,0.0,0.0,0.0,0.0
2021-04-12,833943,10.8,10.8,10.8,10.8,3,3000.0,0.0,0.0,0.0,0.0
2021-04-27,833943,10.8,10.8,10.8,10.8,3,3000.0,0.0,0.0,0.0,0.0
2021-04-28,833943,10.8,10.8,10.8,10.8,1,1000.0,0.0,0.0,0.0,0.0
2021-04-30,833943,10.8,10.8,10.8,10.8,1,1000.0,0.0,0.0,0.0,0.0
2021-07-02,833943,10.8,10.8,10.8,10.8,1,1300.0,0.0,0.0,0.0,0.0
2021-08-13,833943,10.8,10.8,10.8,10.8,2,2324.0,0.0,0.0,0.0,0.0
2021-08-19,833943,10.8,10.8,10.8,10.8,1,630.0,0.0,0.0,0.0,0.0
2021-08-26,833943,10.8,10.8,10.8,10.8,1,985.0,0.0,0.0,0.0,0.0
2021-08-27,833943,10.8,10.8,10.8,10.8,2,1970.0,0.0,0.0,0.0,0.0
2021-09-03,833943,10.95,10.95,10.95,10.95,2,2000.0,0.0,1.39,0.15,0.0
2021-09-15,833943,11.18,11.18,11.18,11.18,2,1749.0,0.0,2.1,0.23,0.0
