日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2010-06-18,002436,39.0,36.93,40.77,36.6,137683,528816783.32,11.42,1.18,0.43,61.62
2010-06-21,002436,35.13,36.82,37.15,33.62,56536,199084544.09,9.56,-0.3,-0.11,25.3
2010-06-22,002436,36.27,35.45,37.11,35.4,41025,148020454.91,4.64,-3.72,-1.37,18.36
2010-06-23,002436,34.5,35.24,35.74,34.4,26026,90974736.25,3.78,-0.59,-0.21,11.65
2010-06-24,002436,35.1,35.19,35.88,34.84,21153,74920936.23,2.95,-0.14,-0.05,9.47
2010-06-25,002436,34.96,34.4,35.17,33.95,20918,72246521.7,3.47,-2.24,-0.79,9.36
2010-06-28,002436,34.34,34.05,34.6,33.85,11846,40498138.5,2.18,-1.02,-0.35,5.3
2010-06-29,002436,34.26,31.22,34.26,31.13,25592,83117383.82,9.19,-8.31,-2.83,11.45
2010-06-30,002436,30.87,30.6,31.0,29.8,13131,39982718.72,3.84,-1.99,-0.62,5.88
2010-07-01,002436,30.5,30.55,31.35,30.32,11325,34871317.75,3.37,-0.16,-0.05,5.07
2010-07-02,002436,30.46,29.84,30.66,28.9,16652,49445816.77,5.76,-2.32,-0.71,7.45
2010-07-05,002436,29.3,29.34,29.55,28.62,10585,30813358.35,3.12,-1.68,-0.5,4.74
2010-07-06,002436,29.01,30.25,30.28,29.01,13150,39393682.33,4.33,3.1,0.91,5.89
2010-07-07,002436,30.3,30.37,30.86,30.11,10049,30509184.24,2.48,0.4,0.12,4.5
2010-07-08,002436,30.68,30.0,30.68,29.72,9443,28393101.92,3.16,-1.22,-0.37,4.23
2010-07-09,002436,30.04,30.87,31.0,29.61,16414,50161702.32,4.63,2.9,0.87,7.35
2010-07-12,002436,30.88,31.43,31.68,30.75,15491,48264314.5,3.01,1.81,0.56,6.93
2010-07-13,002436,31.22,31.69,31.88,30.8,13919,43462762.39,3.44,0.83,0.26,6.23
2010-07-14,002436,31.6,31.53,32.2,31.26,14666,46560598.11,2.97,-0.5,-0.16,6.56
2010-07-15,002436,31.5,30.2,31.5,29.95,11775,36233868.39,4.92,-4.22,-1.33,5.27
2010-07-16,002436,29.92,30.03,30.23,29.4,6066,18086943.69,2.75,-0.56,-0.17,2.71
2010-07-19,002436,29.7,30.27,30.43,29.62,10918,32922572.98,2.7,0.8,0.24,4.89
2010-07-20,002436,30.26,31.11,31.17,30.2,14724,45355996.36,3.2,2.78,0.84,6.59
2010-07-21,002436,31.2,31.0,31.66,30.87,14747,46144286.17,2.54,-0.35,-0.11,6.6
2010-07-22,002436,30.8,31.62,31.75,30.8,11386,35803266.3,3.06,2.0,0.62,5.1
2010-07-23,002436,31.63,31.48,31.7,31.0,12150,38117326.88,2.21,-0.44,-0.14,5.44
2010-07-26,002436,31.41,32.19,32.36,31.41,14725,46974303.0,3.02,2.26,0.71,6.59
2010-07-27,002436,32.2,31.66,32.2,31.61,10873,34606097.53,1.83,-1.65,-0.53,4.87
2010-07-28,002436,31.61,32.46,32.5,31.38,17668,56704795.3,3.54,2.53,0.8,7.91
2010-07-29,002436,32.55,33.02,33.06,32.33,18465,60479463.54,2.25,1.73,0.56,8.26
2010-07-30,002436,32.95,32.82,33.01,32.35,14122,46156890.67,2.0,-0.61,-0.2,6.32
2010-08-02,002436,32.82,33.25,33.47,32.42,21229,69907779.87,3.2,1.31,0.43,9.5
2010-08-03,002436,33.25,32.45,33.4,32.45,12999,42817327.6,2.86,-2.41,-0.8,5.82
2010-08-04,002436,32.41,32.8,32.8,32.23,11447,37169091.69,1.76,1.08,0.35,5.12
2010-08-05,002436,32.8,33.01,33.42,32.71,12846,42526934.47,2.16,0.64,0.21,5.75
2010-08-06,002436,34.0,35.36,36.3,34.0,41218,145067694.37,6.97,7.12,2.35,18.45
2010-08-09,002436,35.01,36.05,36.2,35.01,27026,96296367.59,3.37,1.95,0.69,12.1
2010-08-10,002436,36.3,35.85,36.83,35.8,31644,114830436.67,2.86,-0.55,-0.2,14.16
2010-08-11,002436,36.3,36.02,36.52,34.91,20202,72225421.07,4.49,0.47,0.17,9.04
2010-08-12,002436,35.98,37.13,38.26,35.0,37921,139789276.42,9.05,3.08,1.11,16.97
2010-08-13,002436,36.85,36.86,37.13,36.04,14100,51769261.92,2.94,-0.73,-0.27,6.31
2010-08-17,002436,37.67,37.0,37.97,36.82,21877,81500947.59,3.12,0.38,0.14,9.79
2010-08-18,002436,37.2,36.2,37.89,35.8,25179,92926546.99,5.65,-2.16,-0.8,11.27
2010-08-19,002436,36.21,36.57,36.7,35.51,21639,78311784.68,3.29,1.02,0.37,9.68
2010-08-20,002436,36.18,35.0,36.46,34.8,22761,80473183.85,4.54,-4.29,-1.57,10.19
2010-08-23,002436,35.0,34.93,35.48,34.7,10857,38141046.83,2.23,-0.2,-0.07,4.86
2010-08-24,002436,35.65,37.0,37.69,35.6,33427,123178069.92,5.98,5.93,2.07,14.96
2010-08-25,002436,36.3,35.39,36.4,35.05,26605,94875878.46,3.65,-4.35,-1.61,11.91
2010-08-26,002436,35.3,36.87,36.87,35.28,21473,77826403.28,4.49,4.18,1.48,9.61
2010-08-27,002436,36.79,38.25,38.45,36.58,37999,143392084.12,5.07,3.74,1.38,17.01
2010-08-30,002436,38.66,38.81,39.5,38.1,32683,126736796.03,3.66,1.46,0.56,14.63
2010-08-31,002436,39.0,39.87,40.2,38.0,26835,105719362.9,5.67,2.73,1.06,12.01
