日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2016-07-01,832885,22.82,22.82,22.82,22.82,10,11250.0,0.0,185.25,14.82,0.01
2017-02-17,832885,5.32,5.32,5.32,5.32,958,239500.0,0.0,-76.69,-17.5,0.33
2017-03-14,832885,23.32,23.32,23.32,23.32,10,11500.0,0.0,338.35,18.0,0.0
2017-06-28,832885,23.32,23.32,23.32,23.32,10,11280.0,0.0,0.0,0.0,0.0
2017-10-23,832885,23.32,23.32,23.32,23.32,20,22560.0,0.0,0.0,0.0,0.01
2017-11-06,832885,23.32,23.32,23.32,23.32,10,11280.0,0.0,0.0,0.0,0.0
2017-12-26,832885,12.36,12.36,12.36,12.36,10,5800.0,0.0,-47.0,-10.96,0.0
2017-12-27,832885,6.76,6.76,6.76,6.76,120,36000.0,0.0,-45.31,-5.6,0.04
2018-01-08,832885,6.76,6.76,6.76,6.76,12,3600.0,0.0,0.0,0.0,0.0
2018-01-10,832885,5.76,5.76,5.76,5.76,1194,298500.0,0.0,-14.79,-1.0,0.3
2018-01-11,832885,5.76,5.76,5.76,5.76,300,75000.0,0.0,0.0,0.0,0.08
2018-01-12,832885,10.76,10.76,10.76,10.76,10,5000.0,0.0,86.81,5.0,0.0
2018-08-14,832885,10.52,10.52,10.52,10.52,10,4800.0,0.0,-2.23,-0.24,0.0
2019-07-11,832885,6.24,6.24,6.24,6.24,3800,950000.0,0.0,-40.68,-4.28,0.88
2019-07-12,832885,6.24,6.24,6.24,6.24,880,220000.0,0.0,0.0,0.0,0.2
2019-07-15,832885,6.24,6.24,6.24,6.24,2096,524000.0,0.0,0.0,0.0,0.49
2019-07-24,832885,6.24,6.24,6.24,6.24,200,50000.0,0.0,0.0,0.0,0.05
2019-07-25,832885,6.24,6.24,6.24,6.24,1880,470000.0,0.0,0.0,0.0,0.44
2019-07-26,832885,6.24,6.24,6.24,6.24,200,50000.0,0.0,0.0,0.0,0.05
2019-08-14,832885,6.24,6.24,6.24,6.24,966,241500.0,0.0,0.0,0.0,0.22
2019-11-15,832885,11.2,11.2,11.2,11.2,10,4980.0,0.0,79.49,4.96,0.0
2019-11-26,832885,11.24,11.24,11.24,11.24,20,10000.0,0.0,0.36,0.04,0.0
2019-11-27,832885,11.24,11.24,11.24,11.24,40,20000.0,0.0,0.0,0.0,0.01
2019-12-13,832885,11.24,11.24,11.24,11.24,200,100000.0,0.0,0.0,0.0,0.05
2019-12-17,832885,11.24,11.24,11.24,11.24,200,100000.0,0.0,0.0,0.0,0.05
2020-01-02,832885,11.24,11.24,11.24,11.24,20,10000.0,0.0,0.0,0.0,0.0
2020-01-03,832885,11.24,11.24,11.24,11.24,20,10000.0,0.0,0.0,0.0,0.0
2020-01-17,832885,11.24,11.24,11.24,11.24,30,15000.0,0.0,0.0,0.0,0.01
2020-02-20,832885,11.24,11.44,11.44,11.24,160,80600.0,1.78,1.78,0.2,0.04
2020-02-21,832885,12.28,12.28,12.28,12.28,10,5520.0,0.0,7.34,0.84,0.0
2020-02-24,832885,12.84,12.84,12.84,12.84,10,5800.0,0.0,4.56,0.56,0.0
2020-02-25,832885,13.26,13.44,13.44,13.24,90,54240.0,1.56,4.67,0.6,0.02
2020-02-26,832885,13.44,13.84,13.84,13.44,60,37300.0,2.98,2.98,0.4,0.01
2020-02-27,832885,14.3,14.3,14.3,14.3,350,228550.0,0.0,3.32,0.46,0.08
2020-03-04,832885,14.3,14.3,14.3,14.3,30,19590.0,0.0,0.0,0.0,0.01
2020-03-06,832885,14.24,13.24,14.24,13.24,50,30500.0,6.99,-7.41,-1.06,0.01
2020-03-11,832885,14.3,14.3,14.3,14.24,80,52120.0,0.45,8.01,1.06,0.02
2020-03-12,832885,14.3,14.34,14.34,14.3,100,65400.0,0.28,0.28,0.04,0.02
2020-03-13,832885,14.34,14.34,14.34,14.34,30,19650.0,0.0,0.0,0.0,0.01
2020-03-16,832885,14.44,14.44,14.44,14.44,10,6600.0,0.0,0.7,0.1,0.0
2020-03-17,832885,14.84,14.84,14.84,14.84,10,6800.0,0.0,2.77,0.4,0.0
2020-03-18,832885,14.84,14.84,14.84,14.84,10,6800.0,0.0,0.0,0.0,0.0
2020-03-26,832885,14.32,14.34,14.34,14.32,40,26180.0,0.13,-3.37,-0.5,0.01
2020-04-08,832885,14.34,14.34,14.34,14.34,50,32750.0,0.0,0.0,0.0,0.01
2020-04-10,832885,14.34,14.34,14.34,14.34,30,19650.0,0.0,0.0,0.0,0.01
2020-04-14,832885,14.44,14.44,14.44,14.44,20,13200.0,0.0,0.7,0.1,0.0
2020-04-16,832885,14.44,14.44,14.44,14.44,40,26400.0,0.0,0.0,0.0,0.01
2020-04-23,832885,14.36,14.36,14.36,14.36,20,13120.0,0.0,-0.55,-0.08,0.0
2020-04-24,832885,14.24,14.24,14.24,14.24,30,19500.0,0.0,-0.84,-0.12,0.01
2020-04-28,832885,14.34,14.34,14.34,14.34,10,6550.0,0.0,0.7,0.1,0.0
2020-04-29,832885,14.84,14.84,14.84,14.84,30,20400.0,0.0,3.49,0.5,0.01
2020-04-30,832885,15.24,15.24,15.24,15.24,10,7000.0,0.0,2.7,0.4,0.0
2020-05-06,832885,15.44,15.44,15.44,15.44,10,7100.0,0.0,1.31,0.2,0.0
2020-05-08,832885,15.54,15.54,15.54,15.54,20,14300.0,0.0,0.65,0.1,0.0
2020-05-11,832885,16.24,16.24,16.24,16.24,10,7500.0,0.0,4.5,0.7,0.0
2020-05-15,832885,17.22,17.22,17.22,17.22,10,7990.0,0.0,6.03,0.98,0.0
2020-05-20,832885,17.04,17.04,17.04,17.04,10,7900.0,0.0,-1.05,-0.18,0.0
2020-06-01,832885,17.24,17.24,17.24,17.24,10,8000.0,0.0,1.17,0.2,0.0
2020-06-08,832885,17.42,17.5,17.5,17.42,155,122625.0,0.46,1.51,0.26,0.04
2020-06-09,832885,17.56,17.5,17.56,17.5,150,119310.0,0.34,0.0,0.0,0.03
2020-06-18,832885,17.54,17.54,17.54,17.54,20,15940.0,0.0,0.23,0.04,0.0
2020-06-23,832885,15.9,17.54,17.54,15.9,64,46088.0,9.35,0.0,0.0,0.01
2020-06-24,832885,17.58,17.58,17.58,17.58,1,799.0,0.0,0.23,0.04,0.0
2020-07-06,832885,17.0,17.0,17.0,17.0,50,38500.0,0.0,-3.3,-0.58,0.01
2020-07-07,832885,16.8,16.8,16.8,16.8,20,15200.0,0.0,-1.18,-0.2,0.0
2020-07-09,832885,16.8,16.8,16.8,16.8,50,38000.0,0.0,0.0,0.0,0.01
2020-07-10,832885,16.8,16.9,16.9,16.8,33,25095.0,0.6,0.6,0.1,0.01
2020-07-14,832885,17.2,17.92,17.92,17.2,110,88720.0,4.26,6.04,1.02,0.03
2020-07-15,832885,18.02,18.76,18.76,18.02,17,14335.0,4.13,4.69,0.84,0.0
2020-07-16,832885,19.56,19.56,19.56,19.56,20,17960.0,0.0,4.26,0.8,0.0
2020-07-17,832885,19.7,19.7,19.7,19.7,19,17195.0,0.0,0.72,0.14,0.0
2020-07-20,832885,20.76,21.96,21.96,20.76,61,61226.0,6.09,11.47,2.26,0.01
2020-07-21,832885,23.6,23.62,23.62,23.6,25,27510.0,0.09,7.56,1.66,0.01
2020-07-22,832885,24.2,26.76,26.76,24.2,21,24652.0,10.84,13.29,3.14,0.0
2020-07-23,832885,27.4,27.4,27.4,27.4,3,3870.0,0.0,2.39,0.64,0.0
2020-07-24,832885,28.82,28.84,28.9,28.82,41,55944.0,0.29,5.26,1.44,0.01
2020-07-27,832885,28.46,25.6,28.46,25.6,90,115230.0,9.92,-11.23,-3.24,0.02
2020-07-28,832885,25.6,25.34,25.6,23.6,61,72677.0,7.81,-1.02,-0.26,0.01
2020-07-29,832885,23.6,23.6,23.6,23.6,30,33000.0,0.0,-6.87,-1.74,0.01
2020-07-30,832885,20.46,23.58,23.58,20.46,6,6438.0,13.22,-0.08,-0.02,0.0
2020-08-03,832885,19.62,19.82,19.82,19.62,13,11771.0,0.85,-15.95,-3.76,0.0
2020-08-04,832885,17.72,19.6,19.6,17.72,2,1706.0,9.49,-1.11,-0.22,0.0
2020-08-06,832885,19.64,19.64,19.64,19.64,20,18040.0,0.0,0.2,0.04,0.0
2020-08-25,832885,25.2,25.2,25.2,25.2,1,1180.0,0.0,28.31,5.56,0.0
2020-08-27,832885,20.56,20.56,20.56,20.56,10,9480.0,0.0,-18.41,-4.64,0.0
2020-08-28,832885,19.6,19.62,19.62,19.6,53,47750.0,0.1,-4.57,-0.94,0.01
2020-09-02,832885,20.6,20.6,20.6,20.6,20,19000.0,0.0,4.99,0.98,0.02
2020-09-10,832885,19.6,19.6,19.6,19.6,10,9000.0,0.0,-4.85,-1.0,0.01
2020-09-11,832885,22.6,22.6,22.6,22.6,10,10500.0,0.0,15.31,3.0,0.01
2020-09-22,832885,20.6,20.62,20.62,20.6,37,35151.0,0.09,-8.76,-1.98,0.04
2020-09-28,832885,20.6,20.6,20.6,20.6,45,42750.0,0.0,-0.1,-0.02,0.05
2020-09-29,832885,20.6,20.6,20.6,20.6,50,47500.0,0.0,0.0,0.0,0.06
2020-10-14,832885,20.2,20.6,20.8,20.2,121,114755.0,2.91,0.0,0.0,0.14
2020-10-30,832885,22.58,22.58,22.58,22.58,1,1049.0,0.0,9.61,1.98,0.0
2020-11-05,832885,21.6,21.6,21.6,21.6,1,1000.0,0.0,-4.34,-0.98,0.0
2020-11-10,832885,20.64,20.64,20.66,20.64,63,59981.0,0.09,-4.44,-0.96,0.07
2020-11-11,832885,23.6,23.6,23.6,23.6,1,1100.0,0.0,14.34,2.96,0.0
2021-07-08,832885,32.64,35.64,36.86,32.64,104308,166451266.0,23.31,96.91,17.54,37.89
2021-07-09,832885,35.76,42.32,42.38,35.72,26267,48975831.0,18.69,18.74,6.68,9.54
