日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2014-10-15,603606,9.84,11.81,11.81,9.84,488,574161.0,24.02,44.02,3.61,0.16
2014-10-16,603606,12.99,12.99,12.99,12.99,229,297471.0,0.0,9.99,1.18,0.07
2014-10-17,603606,14.29,14.29,14.29,14.29,460,657740.0,0.0,10.01,1.3,0.15
2014-10-20,603606,15.72,15.72,15.72,15.72,711,1117692.0,0.0,10.01,1.43,0.23
2014-10-21,603606,17.29,17.29,17.29,17.29,2622,4533438.0,0.0,9.99,1.57,0.84
2014-10-22,603606,19.02,19.02,19.02,19.02,16408,31207997.0,0.0,10.01,1.73,5.23
2014-10-23,603606,20.3,20.92,20.92,20.05,102387,211061242.0,4.57,9.99,1.9,32.66
2014-10-24,603606,22.0,21.99,22.88,21.61,201705,448466400.0,6.07,5.11,1.07,64.34
2014-10-27,603606,21.58,20.07,21.65,19.79,111658,227428039.0,8.46,-8.73,-1.92,35.62
2014-10-28,603606,19.91,20.28,20.51,19.88,74379,150965689.0,3.14,1.05,0.21,23.73
2014-10-29,603606,20.45,21.8,22.1,20.27,112764,237757526.0,9.02,7.5,1.52,35.97
2014-10-30,603606,21.4,21.09,21.74,20.97,83444,177373471.0,3.53,-3.26,-0.71,26.62
2014-10-31,603606,20.98,21.87,22.2,20.88,104420,226770280.0,6.26,3.7,0.78,33.31
2014-11-03,603606,22.01,24.06,24.06,21.67,116288,269794416.0,10.93,10.01,2.19,37.09
2014-11-04,603606,24.8,23.51,26.39,23.45,166354,416016224.0,12.22,-2.29,-0.55,53.06
2014-11-05,603606,22.98,25.86,25.86,22.8,109817,269286464.0,13.02,10.0,2.35,35.03
2014-11-06,603606,27.2,28.45,28.45,26.45,140287,386904960.0,7.73,10.02,2.59,44.75
2014-11-07,603606,30.08,31.3,31.3,30.01,74795,231740159.0,4.53,10.02,2.85,23.86
2014-11-10,603606,32.3,33.3,34.43,30.5,182251,600887584.0,12.56,6.39,2.0,58.13
2014-11-11,603606,31.88,31.33,32.9,30.89,110756,352937840.0,6.04,-5.92,-1.97,35.33
2014-11-12,603606,30.7,31.89,33.0,28.28,119704,370639696.0,15.07,1.79,0.56,38.18
2014-11-13,603606,30.0,29.4,31.89,29.01,75578,230537287.0,9.03,-7.81,-2.49,24.11
2014-11-14,603606,29.02,26.72,30.0,26.51,77137,213712226.0,11.87,-9.12,-2.68,24.61
2014-11-17,603606,26.28,26.97,27.47,25.98,51613,138844119.0,5.58,0.94,0.25,16.46
2014-11-18,603606,26.55,27.6,27.8,26.3,54294,147170574.0,5.56,2.34,0.63,17.32
2014-11-19,603606,27.3,27.04,27.46,26.69,39515,106694524.0,2.79,-2.03,-0.56,12.6
2014-11-20,603606,26.69,28.78,29.1,26.5,80078,224824213.0,9.62,6.43,1.74,25.54
