Time,Opening,Highest,Lowest,Closing,Change,Pct_Change,Trading_Volume,Trading_Amount
1995-02-15,547.83,548.59,542.5,542.84,-5.27,-0.9615,23211600.0,118893000.0
1995-02-16,542.25,542.82,537.21,538.37,-4.47,-0.8234,32218100.0,135403008.0
1995-02-17,537.87,537.91,532.67,533.76,-4.61,-0.8563,38568700.0,198382000.0
1995-02-20,534.57,540.86,534.51,534.96,1.2,0.2248,25310500.0,126938000.0
1995-02-21,536.07,541.14,535.97,541.14,6.18,1.1552,26340100.0,117104000.0
1995-02-22,541.21,594.81,541.21,594.64,53.5,9.8865,144003300.0,965164032.0
1995-02-23,583.43,608.58,573.4,589.12,-5.52,-0.9283,192289200.0,1351560960.0
1995-02-24,591.91,594.92,555.2,558.43,-30.69,-5.2095,124565300.0,879248000.0
1995-02-27,584.02,591.43,559.04,561.27,2.84,0.5086,99764500.0,740046016.0
1995-02-28,558.42,558.42,544.06,549.26,-12.01,-2.1398,49528500.0,339832000.0
1995-03-01,548.91,559.48,545.72,556.95,7.69,1.4001,40751600.0,298096992.0
1995-03-02,557.5,564.64,553.52,560.85,3.9,0.7002,46652700.0,364958016.0
1995-03-03,562.3,580.39,562.3,577.22,16.37,2.9188,106918400.0,881804032.0
1995-03-06,585.24,616.76,582.55,616.3,39.08,6.7704,203140700.0,1582630016.0
1995-03-07,614.73,635.24,597.2,632.96,16.66,2.7032,321071000.0,2513778944.0
1995-03-08,632.95,639.01,616.77,620.8,-12.16,-1.9211,305092400.0,2172258048.0
1995-03-09,617.22,624.25,604.79,605.59,-15.21,-2.4501,162393900.0,1329628032.0
1995-03-10,600.45,600.51,583.72,586.29,-19.3,-3.187,125051700.0,928328000.0
1995-03-13,596.64,597.18,583.38,586.23,-0.06,-0.0102,71822100.0,559204992.0
1995-03-14,588.18,599.9,586.19,588.24,2.01,0.3429,71949500.0,589108992.0
1995-03-15,588.78,591.49,568.6,572.6,-15.64,-2.6588,66866300.0,495072000.0
1995-03-16,570.51,579.88,569.17,579.88,7.28,1.2714,48940300.0,359636992.0
1995-03-17,579.62,593.97,577.91,593.52,13.64,2.3522,79819600.0,624726976.0
1995-03-20,597.84,604.96,585.15,585.45,-8.07,-1.3597,108432300.0,895131008.0
1995-03-21,581.8,593.16,581.33,591.95,6.5,1.1103,60310200.0,406662016.0
1995-03-22,595.32,613.76,594.41,613.7,21.75,3.6743,134616500.0,1026332032.0
1995-03-23,617.54,620.34,609.15,611.13,-2.57,-0.4188,190779600.0,1375902976.0
1995-03-24,609.9,613.59,600.56,611.77,0.64,0.1047,97954500.0,735833984.0
1995-03-27,618.47,631.7,618.47,629.36,17.59,2.8753,171900100.0,1494080000.0
1995-03-28,625.57,631.83,624.39,626.55,-2.81,-0.4465,124665600.0,1025804992.0
1995-03-29,624.84,637.35,615.44,637.15,10.6,1.6918,103042500.0,851692992.0
1995-03-30,641.36,645.32,630.05,630.93,-6.22,-0.9762,168492900.0,1648679040.0
1995-03-31,629.93,648.04,627.23,646.92,15.99,2.5344,126596300.0,1200774016.0
1995-04-03,651.04,660.61,647.43,656.88,9.96,1.5396,211416000.0,1923283968.0
1995-04-04,652.43,660.79,650.82,660.16,3.28,0.4993,152095300.0,1327597056.0
1995-04-05,658.44,664.95,649.3,649.7,-10.46,-1.5845,140374100.0,1392632064.0
1995-04-06,645.14,659.09,641.83,659.06,9.36,1.4407,186029200.0,1216248960.0
1995-04-07,663.45,677.66,662.74,673.72,14.66,2.2244,344107800.0,2200459008.0
1995-04-10,678.74,681.15,665.11,667.39,-6.33,-0.9396,264618100.0,1445067008.0
1995-04-11,661.01,665.04,640.35,641.08,-26.31,-3.9422,354151500.0,1849245056.0
1995-04-12,633.82,649.21,632.77,644.74,3.66,0.5709,161981200.0,1013377984.0
1995-04-13,647.21,651.02,632.41,632.76,-11.98,-1.8581,143620300.0,1061729024.0
1995-04-14,630.72,640.56,627.04,640.04,7.28,1.1505,102212500.0,715865024.0
1995-04-17,640.17,642.82,628.44,631.26,-8.78,-1.3718,68672900.0,518489984.0
1995-04-18,629.87,634.15,625.13,625.52,-5.74,-0.9093,57637400.0,429679008.0
1995-04-19,625.24,631.59,625.11,631.51,5.99,0.9576,70813000.0,550694016.0
1995-04-20,634.04,645.35,634.04,645.2,13.69,2.1678,109239900.0,803729984.0
1995-04-21,646.9,649.22,635.73,635.99,-9.21,-1.4275,134057300.0,801441984.0
1995-04-24,627.39,630.26,618.13,619.73,-16.26,-2.5566,97712300.0,697945984.0
1995-04-25,617.01,621.53,615.35,619.84,0.11,0.0177,61098500.0,429312000.0
1995-04-26,621.12,622.83,601.76,601.83,-18.01,-2.9056,94140900.0,615113984.0
1995-04-27,579.64,598.62,547.21,573.31,-28.52,-4.7389,190599600.0,1236587008.0
1995-04-28,577.43,582.02,572.32,579.93,6.62,1.1547,93814400.0,582196992.0
1995-05-02,576.69,580.28,574.9,579.04,-0.89,-0.1535,80734300.0,281063008.0
1995-05-03,580.79,586.25,580.13,580.38,1.34,0.2314,48247200.0,317231008.0
1995-05-04,579.51,580.46,567.93,571.2,-9.18,-1.5817,48050600.0,287305984.0
1995-05-05,569.53,577.45,569.53,574.17,2.97,0.52,41884500.0,250064000.0
1995-05-08,573.12,575.1,568.7,571.51,-2.66,-0.4633,30023900.0,191499008.0
1995-05-09,572.1,579.56,572.1,578.5,6.99,1.2231,36364800.0,243982000.0
1995-05-10,577.76,580.75,564.86,565.14,-13.36,-2.3094,54807700.0,331913984.0
1995-05-11,568.75,572.34,566.42,568.06,2.92,0.5167,34902400.0,192220992.0
1995-05-12,569.35,593.5,567.89,584.84,16.78,2.9539,10644500.0,775368000.0
1995-05-15,583.19,583.4,578.6,582.04,-2.8,-0.4788,41069500.0,304102016.0
1995-05-16,583.17,584.41,578.18,578.85,-3.19,-0.5481,33258300.0,223284000.0
1995-05-17,578.84,582.96,577.14,582.89,4.04,0.6979,24231100.0,151195008.0
1995-05-18,741.81,770.82,682.01,763.51,180.62,30.987,1007610100.0,8360267776.0
1995-05-19,768.82,855.81,761.38,855.81,92.3,12.0889,1085526700.0,9800152064.0
1995-05-22,919.75,926.41,870.79,897.42,41.61,4.8621,1207091700.0,11430288384.0
1995-05-23,791.74,833.69,749.83,750.3,-147.12,-16.3937,840916100.0,7530103808.0
1995-05-24,761.16,770.14,720.97,741.93,-8.37,-1.1156,415347300.0,3381596928.0
1995-05-25,747.06,748.23,696.44,696.85,-45.08,-6.076,315144800.0,2525230080.0
1995-05-26,681.37,781.34,672.37,727.62,30.77,4.4156,390133900.0,3135774976.0
1995-05-29,719.64,724.01,698.77,710.59,-17.03,-2.3405,150588500.0,1141234944.0
1995-05-30,712.26,725.8,704.4,711.0,0.41,0.0577,126918200.0,986273984.0
1995-05-31,701.22,706.48,690.71,700.51,-10.49,-1.4754,109235600.0,815670016.0
1995-06-01,703.72,708.67,702.08,708.67,8.16,1.1649,90697400.0,638451008.0
1995-06-02,710.82,722.3,710.5,716.82,8.15,1.15,145328900.0,1132082048.0
1995-06-05,718.14,718.41,691.01,691.64,-25.18,-3.5127,118700200.0,902548992.0
1995-06-06,678.37,690.65,675.65,689.13,-2.51,-0.3629,93259700.0,683004992.0
1995-06-07,688.86,716.54,686.88,716.45,27.32,3.9644,117363700.0,803308032.0
1995-06-08,711.18,722.17,693.34,695.93,-20.52,-2.8641,214323000.0,1484944000.0
1995-06-09,695.7,709.02,695.62,702.62,6.69,0.9613,133747500.0,764648000.0
1995-06-12,696.65,702.17,690.4,698.72,-3.9,-0.5551,194417300.0,811294016.0
1995-06-13,697.89,702.97,696.83,698.95,0.23,0.0329,118839600.0,532803008.0
1995-06-14,699.32,701.85,684.85,689.22,-9.73,-1.3921,110360700.0,630675008.0
1995-06-15,685.45,685.46,640.37,646.85,-42.37,-6.1475,231709100.0,1566258944.0
1995-06-16,638.3,655.34,636.13,646.54,-0.31,-0.0479,98291200.0,623260032.0
1995-06-19,637.58,641.69,634.81,638.96,-7.58,-1.1724,71411400.0,458528992.0
1995-06-20,641.41,647.37,639.49,640.66,1.7,0.2661,77950000.0,425159008.0
1995-06-21,640.88,651.81,639.88,651.81,11.15,1.7404,85903500.0,453692992.0
1995-06-22,650.85,653.92,642.6,644.47,-7.34,-1.1261,106360700.0,526356000.0
1995-06-23,643.68,650.82,643.68,650.14,5.67,0.8798,85588600.0,483110016.0
1995-06-26,650.91,654.78,647.81,653.4,3.26,0.5014,82060600.0,421484992.0
1995-06-27,655.96,659.78,648.84,649.93,-3.47,-0.5311,138607800.0,694614976.0
1995-06-28,649.28,649.48,643.52,647.64,-2.29,-0.3523,79209400.0,410556992.0
1995-06-29,647.82,650.82,641.57,643.92,-3.72,-0.5744,79952400.0,441036992.0
1995-06-30,641.6,641.6,625.7,630.58,-13.34,-2.0717,191774000.0,941260032.0
1995-07-03,623.14,623.19,612.92,613.18,-17.4,-2.7594,126025600.0,662638016.0
1995-07-04,612.24,620.62,610.33,620.62,7.44,1.2133,90839900.0,498044992.0
1995-07-05,624.02,637.4,623.98,636.03,15.41,2.483,115741400.0,694169024.0
1995-07-06,638.03,650.71,631.24,637.77,1.74,0.2736,204092200.0,1260676992.0
1995-07-07,637.48,666.85,636.84,666.78,29.01,4.5487,306610800.0,1775214976.0
1995-07-10,669.06,669.06,660.05,666.24,-0.54,-0.081,340945900.0,1866168064.0
1995-07-11,668.77,669.77,648.62,649.19,-17.05,-2.5591,224597600.0,1212893952.0
1995-07-12,645.85,652.84,645.83,648.91,-0.28,-0.0431,113428900.0,626467968.0
1995-07-13,649.53,656.15,649.43,656.15,7.24,1.1157,158822800.0,709516992.0
1995-07-14,658.92,662.55,652.36,652.8,-3.35,-0.5106,176640200.0,778865984.0
1995-07-17,651.95,700.77,651.67,695.45,42.65,6.5334,461882900.0,2557495040.0
1995-07-18,693.97,715.47,686.91,715.47,20.02,2.8787,669229000.0,2819696896.0
1995-07-19,717.47,723.68,688.93,690.98,-24.49,-3.4229,669834500.0,2984918016.0
1995-07-20,686.56,696.93,681.37,690.3,-0.68,-0.0984,276321500.0,1289795968.0
1995-07-21,694.1,699.19,686.64,693.56,3.26,0.4723,287602900.0,1330355968.0
1995-07-24,699.84,716.22,699.84,709.92,16.36,2.3588,858844800.0,3497952000.0
1995-07-25,709.72,712.28,699.6,703.58,-6.34,-0.8931,467742500.0,1850363008.0
1995-07-26,703.29,713.04,690.36,691.12,-12.46,-1.7709,370540100.0,1745170048.0
1995-07-27,686.9,697.72,686.76,697.72,6.6,0.955,224699300.0,984080000.0
1995-07-28,699.85,702.97,692.88,695.42,-2.3,-0.3296,323092500.0,1612268032.0
1995-07-31,699.61,702.44,692.48,695.55,0.13,0.0187,232412500.0,1166742016.0
1995-08-01,697.22,718.24,688.65,715.4,19.85,2.8539,319420100.0,1754646016.0
1995-08-02,721.15,733.86,699.45,699.99,-15.41,-2.154,454482800.0,2874145024.0
1995-08-03,699.41,706.65,698.59,703.44,3.45,0.4929,181712300.0,1000376000.0
1995-08-04,707.19,712.54,706.55,709.88,6.44,0.9155,257034100.0,1159268992.0
1995-08-07,708.27,718.54,707.37,718.08,8.2,1.1551,268904300.0,1158315008.0
1995-08-08,724.79,728.51,709.24,712.53,-5.55,-0.7729,356622600.0,1453947008.0
1995-08-09,711.8,717.55,704.87,717.46,4.93,0.6919,362322000.0,1636068992.0
1995-08-10,718.75,741.32,714.62,735.15,17.69,2.4656,855836600.0,3961152000.0
1995-08-11,736.64,749.53,734.52,744.99,9.84,1.3385,905935700.0,4341420032.0
1995-08-14,759.12,788.16,752.98,776.13,31.14,4.1799,1183522500.0,6488543232.0
1995-08-15,773.74,773.74,749.54,751.48,-24.65,-3.176,727862700.0,4359385088.0
1995-08-16,752.41,767.71,752.39,767.66,16.18,2.1531,780019000.0,4546992128.0
1995-08-17,775.8,783.22,763.25,769.45,1.79,0.2332,696710800.0,4258415104.0
1995-08-18,772.57,773.23,753.28,757.43,-12.02,-1.5622,495351800.0,3011030016.0
1995-08-21,752.06,755.44,735.12,739.06,-18.37,-2.4253,411319900.0,2243599872.0
1995-08-22,738.94,742.92,734.41,739.86,0.8,0.1082,243088700.0,1382577024.0
1995-08-23,741.72,744.39,724.69,729.89,-9.97,-1.3476,251578600.0,1344994944.0
1995-08-24,728.76,735.42,718.05,733.85,3.96,0.5425,259630700.0,1229308032.0
1995-08-25,733.19,734.51,723.9,727.58,-6.27,-0.8544,220727700.0,1098327040.0
1995-08-28,724.1,728.68,722.53,725.62,-1.96,-0.2694,147884900.0,716252032.0
1995-08-29,728.11,741.65,719.87,722.08,-3.54,-0.4879,256824000.0,1128323968.0
1995-08-30,721.75,725.87,714.04,715.73,-6.35,-0.8794,179381700.0,782494016.0
1995-08-31,715.56,723.87,711.11,723.87,8.14,1.1373,188234200.0,910793984.0
1995-09-01,726.05,728.85,720.99,728.84,4.97,0.6866,203653300.0,1055225984.0
1995-09-04,731.42,737.94,728.99,737.89,9.05,1.2417,286588300.0,1714946048.0
1995-09-05,743.21,751.58,736.22,739.53,1.64,0.2223,269862400.0,1817252992.0
1995-09-06,738.99,754.2,738.27,753.75,14.22,1.9228,381750200.0,2199471104.0
1995-09-07,758.29,766.03,753.01,753.84,0.09,0.0119,619018000.0,3272557056.0
1995-09-08,753.28,758.18,747.06,751.08,-2.76,-0.3661,305147800.0,1786790016.0
1995-09-11,756.68,775.45,755.62,775.45,24.37,3.2447,421379400.0,2226745088.0
1995-09-12,791.36,792.54,760.76,763.69,-11.76,-1.5165,461111700.0,2563080960.0
1995-09-13,764.91,767.12,755.0,763.18,-0.51,-0.0668,342601500.0,1770296960.0
1995-09-14,765.14,766.06,754.47,758.13,-5.05,-0.6617,544840500.0,2374285056.0
1995-09-15,756.65,757.89,749.89,755.93,-2.2,-0.2902,269183300.0,1427072000.0
1995-09-18,757.99,758.18,751.31,757.4,1.47,0.1945,241800200.0,1208713984.0
1995-09-19,761.17,762.18,735.21,736.74,-20.66,-2.7278,315408300.0,1493266048.0
1995-09-20,730.28,731.54,721.0,726.14,-10.6,-1.4388,202767400.0,985310976.0
1995-09-21,726.32,731.89,726.25,731.17,5.03,0.6927,136701500.0,727556992.0
1995-09-22,732.07,733.81,727.37,730.01,-1.16,-0.1586,107483000.0,590275968.0
1995-09-25,730.01,730.01,717.43,723.35,-6.66,-0.9123,121079200.0,600947008.0
1995-09-26,723.22,729.29,721.79,728.86,5.51,0.7617,102287100.0,503872000.0
1995-09-27,727.47,728.21,707.61,708.46,-20.4,-2.7989,260865500.0,1380733952.0
1995-09-28,705.02,711.19,699.1,711.19,2.73,0.3853,206893700.0,1034910016.0
1995-09-29,711.91,722.43,711.91,722.43,11.24,1.5804,192206100.0,986697024.0
1995-10-04,724.04,725.2,716.07,717.79,-4.64,-0.6423,122204500.0,642140032.0
1995-10-05,718.0,724.92,715.64,724.88,7.09,0.9878,102040100.0,561004032.0
1995-10-06,724.88,729.54,718.93,719.96,-4.92,-0.6787,232343100.0,1243449984.0
1995-10-09,717.99,717.99,704.41,706.29,-13.67,-1.8987,234576000.0,1174993024.0
1995-10-10,704.55,720.43,703.34,708.63,2.34,0.3313,399519400.0,2674452992.0
1995-10-11,705.56,710.89,700.69,710.89,2.26,0.3189,413923000.0,2585201920.0
1995-10-12,713.25,714.86,703.8,704.4,-6.49,-0.9129,548718400.0,2927632896.0
1995-10-13,702.49,711.53,693.86,702.98,-1.42,-0.2016,392921000.0,2946324992.0
1995-10-16,702.13,706.4,696.79,701.34,-1.64,-0.2333,259195300.0,1648941056.0
1995-10-17,700.86,705.6,698.48,702.4,1.06,0.1511,188829900.0,1136566016.0
1995-10-18,705.72,716.83,705.72,716.83,14.43,2.0544,427305400.0,2326854912.0
1995-10-19,719.76,720.75,700.83,702.79,-14.04,-1.9586,452719700.0,2636130048.0
1995-10-20,700.33,726.29,697.56,726.29,23.5,3.3438,322121200.0,1894686976.0
1995-10-23,729.76,729.97,718.44,723.09,-3.2,-0.4406,387799400.0,2354827008.0
1995-10-24,724.79,727.4,720.23,723.57,0.48,0.0664,311609700.0,1828258944.0
1995-10-25,765.21,765.48,740.74,760.41,36.84,5.0914,804644100.0,4649841152.0
1995-10-26,757.11,759.73,731.14,731.47,-28.94,-3.8058,637761800.0,3024052992.0
1995-10-27,730.96,735.06,721.47,722.37,-9.1,-1.2441,357931900.0,1924780032.0
1995-10-30,722.86,724.57,719.24,722.78,0.41,0.0568,251325400.0,1273854976.0
1995-10-31,723.43,726.49,715.4,717.32,-5.46,-0.7554,273356700.0,1717710976.0
1995-11-01,716.46,727.5,712.27,723.39,6.07,0.8462,303568700.0,1645705984.0
1995-11-02,723.96,728.35,719.14,721.7,-1.69,-0.2336,205036500.0,1116481024.0
1995-11-03,720.79,727.84,720.79,727.79,6.09,0.8438,192160300.0,1162813952.0
1995-11-06,729.04,736.15,728.99,736.15,8.36,1.1487,247745500.0,1392961024.0
1995-11-07,736.9,736.91,728.05,729.69,-6.46,-0.8775,203449800.0,1196249984.0
1995-11-08,725.33,725.33,708.58,711.61,-18.08,-2.4778,255337500.0,1328897024.0
1995-11-09,708.58,714.53,700.82,711.2,-0.41,-0.0576,205113400.0,1253331968.0
1995-11-10,710.75,712.19,708.0,708.76,-2.44,-0.3431,132863600.0,788713984.0
1995-11-13,705.89,705.92,686.43,688.7,-20.06,-2.8303,168168100.0,898382976.0
1995-11-14,687.06,691.25,684.47,688.87,0.17,0.0247,129028100.0,690044992.0
1995-11-15,688.5,692.2,680.68,692.2,3.33,0.4834,170547400.0,1106689024.0
1995-11-16,690.11,691.22,681.39,682.44,-9.76,-1.41,148332000.0,1044833984.0
1995-11-17,680.08,682.23,675.37,676.19,-6.25,-0.9158,123332200.0,765756992.0
1995-11-20,671.8,677.11,668.63,674.74,-1.45,-0.2144,82851300.0,525895008.0
1995-11-21,675.18,678.86,675.18,678.42,3.68,0.5454,117392800.0,617953984.0
1995-11-22,678.64,679.34,662.86,663.32,-15.1,-2.2258,91495500.0,555568000.0
1995-11-23,662.61,664.86,657.64,658.37,-4.95,-0.7462,101738700.0,605080000.0
1995-11-24,656.96,662.05,654.09,659.37,1,0.1519,76356300.0,465923008.0
1995-11-27,658.08,658.32,644.56,645.03,-14.34,-2.1748,85662000.0,489129984.0
1995-11-28,643.73,652.57,638.31,652.57,7.54,1.1689,95965500.0,536753984.0
1995-11-29,652.1,652.1,640.55,641.59,-10.98,-1.6826,73242800.0,408523008.0
1995-11-30,639.51,652.62,632.03,641.14,-0.45,-0.0701,92361600.0,517878016.0
1995-12-01,631.55,639.49,624.93,633.81,-7.33,-1.1433,92195100.0,461736992.0
1995-12-04,632.72,635.73,632.24,634.92,1.11,0.1751,41221800.0,215100992.0
1995-12-05,636.43,638.76,635.59,637.22,2.3,0.3623,46021200.0,224791008.0
1995-12-06,637.3,637.32,627.85,628.43,-8.79,-1.3794,64182100.0,402152992.0
1995-12-07,628.63,632.37,627.06,631.84,3.41,0.5426,50083200.0,299361984.0
1995-12-08,631.95,643.36,631.84,636.78,4.94,0.7818,145822100.0,887022016.0
1995-12-11,636.82,639.29,618.08,619.26,-17.52,-2.7513,113772900.0,717118016.0
1995-12-12,616.34,633.93,605.09,629.45,10.19,1.6455,147649300.0,928942016.0
1995-12-13,629.84,631.02,613.19,613.8,-15.65,-2.4863,143350600.0,947331968.0
1995-12-14,613.07,617.86,611.49,614.75,0.95,0.1548,76643700.0,455577984.0
1995-12-15,612.6,612.61,601.02,603.89,-10.86,-1.7666,99369600.0,542726016.0
1995-12-18,600.65,600.65,591.51,592.14,-11.75,-1.9457,80970000.0,493260992.0
1995-12-19,592.72,596.35,590.9,592.06,-0.08,-0.0135,63900300.0,358184000.0
1995-12-20,593.51,601.1,593.51,601.04,8.98,1.5167,66590100.0,346796000.0
1995-12-21,601.91,606.69,597.23,597.43,-3.61,-0.6006,95768000.0,500460000.0
