Stock ID,alpha,beta
000035,-0.02112824565116879,1.136844558992297
000426,0.12254424759709795,1.0642871082506684
000544,0.06317734498430908,0.8405973178482242
000546,-0.20133566954147575,1.359105492079441
000598,0.12289155547273295,0.5353875021034257
000639,-0.06048448185212014,1.1680577210676528
000755,0.10229745361185352,1.23227655628307
000803,-0.05097045339497512,1.2677996844970096
000826,-0.07436746643385195,2.6176382455830347
000833,0.3120910145004377,0.9175738705941742
000893,-0.11592089191243957,0.8683343282571223
000900,0.024812373100006682,0.5048980596863174
000975,0.039106634270354504,0.4184025865024093
000980,-0.06388321069293779,1.3196647249794813
001203,-0.07640735134068811,0.8447526033844547
001965,0.13333863677927035,0.1857247759131633
002034,-0.004256802204168271,0.6520307727328504
002114,-0.09114064967901286,1.258374845604289
002161,0.003217683966232468,1.3775565056745702
002307,-0.06099911288887237,1.047385421330478
002460,-0.07489186826569791,1.0320682823964973
002545,-0.01197757728412089,0.6633169308238269
002716,0.08809953087060135,0.9281989225066192
003039,-0.07809952515447115,1.0479595922384477
300070,-0.006748065438999938,1.0598248934094552
300140,-0.09858170235182465,1.359189060171052
300166,-0.0012652410934605382,1.5380373093726032
300187,-0.028683045175892534,1.3596809493661113
300190,-0.08154709846589264,1.3114059490661454
300388,0.04167348060855556,1.1144293060242925
300422,-0.12564456566931173,1.5278488673000516
300437,-0.11937172157730001,1.6528543354698435
300483,-0.05204813272247561,1.508292281154602
300518,-0.07308250532212668,1.9613779955492094
300692,-0.03800282830570129,1.3357268402700255
300825,-0.06979457566961955,1.727574178197269
300867,-0.10366496380562071,1.4001486747152958
300961,0.016571718592013833,1.594986651781589
301109,0.014213939337917907,0.9499102294665922
301127,0.2795759852879118,1.3483101508636397
301175,0.012810132170207864,1.0648602019005124
301305,-0.019962848293733668,1.1790349749990228
301382,0.018225743061058258,1.5915919323654197
600008,0.052796491643820394,0.4155706000080246
600012,0.14159072275822157,0.16071123001765714
600020,0.03254858537536807,0.5538179563924691
600035,0.05045004834813662,0.47406876178677915
600108,0.0018754889460382076,0.9890634895685004
600157,0.08194452075161947,0.6990763683657801
600187,0.23943242409200577,1.2637700720134721
600301,0.11801544995638238,1.0696562589273562
600323,0.1107842749487944,0.30594682021448594
600350,0.11619409725188547,0.08855737149955747
600377,0.11276321120522691,0.08044538496835528
600461,0.029436515344672017,0.4130692379738088
600497,0.0398609750469799,0.8210206471158955
600526,-0.059264733489510696,1.0801913662848366
600547,0.01498350274483992,0.37926680676056906
600548,0.11830350734731654,0.25308515342793886
600576,-0.0072885716850276325,1.1460904457742263
600749,-0.0297605314462667,1.063230382825962
600796,0.0068247007228345955,1.5023276394055822
600798,-0.0805752590681615,0.7429790639494436
600874,0.009999073555929673,0.6388276427240487
600988,0.07306699738632921,0.6020919817835148
601020,0.09852211301873763,1.2989853047950781
601069,-0.01890896277319204,0.8317694997737416
601101,0.08882887110678742,0.5723067650804423
601107,0.060078785964417854,0.5257797950639543
601121,-0.009424270457542924,1.0704911244880664
601200,0.013095893026723576,0.6651400447992035
601330,-0.013758624992602532,0.6784994789985465
601699,-0.10085002469456128,0.33009679094714306
601827,0.04065625447867348,0.5325356843353976
603291,-0.10996061361946027,1.0800955543540105
603518,0.011803257339146427,1.0472816524026474
603568,0.10106293987353122,0.5762536636038185
603588,-0.07777909651702367,0.9663169030717197
603590,-0.19979263621100715,0.8758656957770968
603759,0.015511431257114513,1.0056996437085526
603797,-0.14043287102692656,1.0976134068679915
603817,-0.06678827300154073,1.0619269731600383
603818,-0.25730570272148956,1.3326007418805408
603848,0.010448295179667656,0.8898424274215166
688101,-0.02830537291215901,1.2446619491881503
688178,-0.14485626035826404,1.6807903168642582
688192,-0.04160296222902473,1.042785337978223
688466,-0.10634778012231658,1.4333138428984455
831961,0.11540399357925363,1.5358444724218718
